id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
41688975.0,https://www.nocarz.pl/rooms/41688975,,,city scrape,,"Hassle free on a holiday :-) We made your stay like you were at home. We have thought of everything. If you miss something while your stay we take action at once to make your stay even greater it already is :-) Friendly, very neat and clean, and wants to make our guest feel both at home and on vacation. Everything you need will be here! Excessive quality guarantees!-Excellent quality beds (also separate beds on request).",,https://a0.muscache.com/pictures/airflow/Hosting-41688975/original/388b4418-609b-487e-ad33-2c7c5bb6abd9.jpg,329088273.0,https://www.nocarz.pl/users/show/329088273,Rodrigo,2020-01-19,"Amsterdam, Netherlands",innovación,within an hour,100%,,,,https://a0.muscache.com/im/pictures/user/1902b880-d18a-4b84-a21f-f28792ef07a3.jpg?aki_policy=profile_x_medium,Buitenveldert-West,2.0,3.0,['phone'],t,,,Buitenveldert - Zuidas,,52.32595,,Entire rental unit,,3.0,1.0,1 bath,1.0,3.0,"[""Pocket wifi"", ""Private entrance"", ""Children\u2019s books and toys"", ""Freezer"", ""Wine glasses"", ""Nevea body soap"", ""Toaster"", ""Children\u2019s dinnerware"", ""Coffee maker: Nespresso"", ""BBQ grill"", ""Kitchen"", ""Shampoo"", ""Bikes"", ""Shared gym nearby"", ""Paid parking on premises"", ""Smoking allowed"", ""Long term stays allowed"", ""Hangers"", ""Laundromat nearby"", ""Mini fridge"", ""Heating"", ""Indoor fireplace: gas"", ""Garden view"", ""Free dryer \u2013 In unit"", ""Clothing storage: walk-in closet, closet, and wardrobe"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Bed linens"", ""Safe"", ""Fire extinguisher"", ""Lockbox"", ""Cooking basics"", ""Breakfast"", ""Free washer \u2013 In unit"", ""Movie theater"", ""Niuwpool stainless steel oven"", ""Hot water"", ""Wifi"", ""Baking sheet"", ""EV charger"", ""120 inch HDTV with Disney+, Netflix"", ""Microwave"", ""Shower gel"", ""Portable fans"", ""Self check-in"", ""Iron"", ""Resort access"", ""Nevea conditioner"", ""Hair dryer"", ""Shared backyard \u2013 Fully fenced"", ""Free street parking"", ""Stainless steel gas stove"", ""Refrigerator"", ""Portable air conditioning"", ""Ethernet connection"", ""Smoke alarm"", ""Cleaning products"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""First aid kit"", ""Essentials"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Ski-in/Ski-out"", ""Dining table"", ""Sound system"", ""Exercise equipment"", ""Dishes and silverware""]",$645.00,1.0,1125.0,1.0,1.0,1125.0,,1.0,1125.0,,t,19.0,27.0,42.0,154.0,2025-03-03,137.0,58.0,3.0,93.0,60.0,255.0,22185.0,2020-02-09,2025-03-02,4.64,4.61,4.74,,4.68,4.55,4.27,,t,1.0,1.0,0.0,0.0,2.22
7.867174835117043e+17,https://www.nocarz.pl/rooms/786717483511704297,20250302144653.0,2025-03-02,,The most colourful apartment in Amsterdam,"A colorful paradise. If you like a vibrant, refined style you've come to the right place. A king-size bed from COCO-MAT topped with crispy sheets from Tekla. The best sleep in Amsterdam is guaranteed. Bright orange blinds adjust light exposure according to your mood. A blue-tiled walk-in shower where you can enjoy the feeling of natural rain. A kitchen equipped with high-end kitchenware, such as a cooktop BORA, oven, dishwasher AEG, a retro SMEG fridge, and a Quooker water tap.",,https://a0.muscache.com/pictures/miso/Hosting-786717483511704297/original/5f21ecfc-bdea-41d8-ac9b-6e82ed6b5367.jpeg,13089128.0,https://www.nocarz.pl/users/show/13089128,,2014-03-13,"Amsterdam, Netherlands","I am a creative director who works and lives between Amsterdam and Sicily. I think the city is a perfect place to stroll around and 'get lost' but since I came to Sicily, the city has never been the same for me. 

I know Sicily and Amsterdam very well, and I'd be more than happy to give some nice inside tips on great restaurants, bars, and shops.

I love to create beautiful things and make people happy by hosting. I love to eat good food with a nice glass of wine (at home or out), especially in great company!
I like traveling and have been to many places but there are still so many to explore!

",,,83%,f,https://a0.muscache.com/im/pictures/user/8f99f109-b0d8-46b0-823e-b570e01279e8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8f99f109-b0d8-46b0-823e-b570e01279e8.jpg?aki_policy=profile_x_medium,,1.0,1.0,,t,,"Amsterdam, Noord-Holland, Netherlands",De Baarsjes - Oud-West,,52.3739418,4.8628574,Entire rental unit,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,"[""SMEG refrigerator"", ""Free parking on premises"", ""Coffee maker: espresso machine"", ""Freezer"", ""Wine glasses"", ""Toaster"", ""Aesop body soap"", ""Central heating"", ""Kitchen"", ""Hangers"", ""Indoor fireplace"", ""Hot water kettle"", ""Bed linens"", ""Previa shampoo"", ""Safe"", ""Fire extinguisher"", ""Cooking basics"", ""Dishwasher"", ""Free dryer"", ""AEG oven"", ""Washer"", ""Hot water"", ""Wifi"", ""Baking sheet"", ""Shower gel"", ""Iron"", ""Coffee"", ""Hair dryer"", ""Smoke alarm"", ""Cleaning products"", ""TV"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""First aid kit"", ""Essentials"", ""Clothing storage: closet"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Blender"", ""Previa conditioner"", ""Dishes and silverware""]",,,14.0,4.0,4.0,,14.0,4.0,14.0,,t,,,,364.0,,10.0,4.0,,304.0,4.0,32.0,9600.0,2023-03-14,2024-07-06,4.7,4.7,,4.8,4.6,4.8,4.6,0363 22C3 1E2A 80A0 DDBB,,,,0.0,0.0,0.42
8644656.0,https://www.nocarz.pl/rooms/8644656,20250302144653.0,,city scrape,Authentic groundfloor appartment near Amstelcanal,"You will have a fantastic experience in the heart of Amsterdam!<br />Bright and spacious canalhouse on the groundfloor, 2 separate bedrooms with double beds, separate toilet.<br />All great musea, touristic highlights and good restaurants in walking distance.<br />Subway and tram around the corner, as well as the Skinny Bridge, Utrechtsestraat, Flowermarket, Rembrandtplein, H'ART Museum and theater Carré!<br />Only for a couple or small family, NO groups or students.<br />Please note there will be a CAT in the house.","Very central location, close to the museumdistrict, the canals, lots of area's with restaurants and galeries, Oosterpark en Vondelpark, Damsquare, Waterloo-fleemarqet, Nieuwmarkt and and red-light district.<br />Very nice piece on Amsterdam by the New York Times:<br />(URL HIDDEN)<br />In wintertime my house is in the middle of the Amsterdam Light Festival:<br />https://amsterdamlightfestival.com/en",,32400196.0,,Femke,2015-05-02,"Amsterdam, Netherlands",As a host I like to be availible to my guests with help and advise so they can have the best possible Amsterdam experience.,within an hour,100%,,,https://a0.muscache.com/im/pictures/user/7637b922-a156-49d9-82af-8ce84357dbb3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7637b922-a156-49d9-82af-8ce84357dbb3.jpg?aki_policy=profile_x_medium,Weesperbuurt en Plantage,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Centrum-Oost,,52.36184,4.90585,Entire home,Entire home/apt,4.0,1.5,1.5 baths,2.0,2.0,"[""Anders stainless steel gas stove"", ""Private entrance"", ""Body soap"", ""Canal view"", ""Freezer"", ""Wine glasses"", ""Children\u2019s dinnerware"", ""Bathtub"", ""Coffee maker"", ""Central heating"", ""Kitchen"", ""Paid street parking off premises"", ""Hangers"", ""Laundromat nearby"", ""Piano"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Bed linens"", ""Cooking basics"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Hot water"", ""Table corner guards"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Wifi"", ""Waterfront"", ""Host greets you"", ""High chair"", ""Single level home"", ""Outlet covers"", ""Iron"", ""Coffee"", ""Refrigerator"", ""Smoke alarm"", ""Cleaning products"", ""Essentials"", ""Dining table"", ""Oven"", ""Dishes and silverware""]",$990.00,2.0,60.0,,5.0,60.0,60.0,2.4,60.0,,,0.0,5.0,11.0,55.0,2025-03-03,,0.0,0.0,55.0,0.0,0.0,0.0,2016-01-03,2022-10-23,4.87,4.98,4.91,4.96,4.96,4.89,,0363 BB4F FFBD E916 EA60,f,1.0,1.0,0.0,0.0,0.41
1.3303162854701338e+18,https://www.nocarz.pl/rooms/1330316285470133845,20250302144653.0,2025-03-03,city scrape,Pretty apartment in Amsterdam,"Very well equipped and newly furnished one bed apartment in Amsterdam. Situated in De Baarsjes, close to Vondelpark and Rembrandtpark.<br /><br />This apartment is my home thus comes with the comfort hopefully to help you feel at home too.<br /><br />The area is a quiet family-orientated neighbourhood but nearby great shops, bars, restaurants and to anywhere you need to be in Amsterdam.<br /><br />To central Amsterdam: 10 min cycle / 15 min tram",,https://a0.muscache.com/pictures/miso/Hosting-1330316285470133845/original/62fb015a-ef09-499c-9c9f-4c4eb50282b0.jpeg,,https://www.nocarz.pl/users/show/231771803,,2018-12-21,Netherlands,,within a day,100%,,f,https://a0.muscache.com/im/pictures/user/User-231771803/original/28f69cc8-4113-45a5-bc92-21ff81e84083.jpeg?aki_policy=profile_small,,,1.0,,"['email', 'phone']",t,,,De Baarsjes - Oud-West,,52.36406,4.86046,Entire rental unit,Entire home/apt,,1.5,,1.0,1.0,"[""Wine glasses"", ""Toaster"", ""Coffee maker: Nespresso"", ""Kitchen"", ""Other gas stove"", ""Heating"", ""Hot water kettle"", ""Bed linens"", ""Elevator"", ""Cooking basics"", ""Dishwasher"", ""Hot water"", ""Wifi"", ""Coffee"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""TV"", ""Blender"", ""Dining table"", ""Clothing storage"", ""Oven"", ""Dishes and silverware""]",$345.00,4.0,15.0,4.0,4.0,15.0,15.0,,15.0,,t,0.0,0.0,0.0,,2025-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0363 CB10 609D 5790 A976,f,1.0,1.0,0.0,,
,https://www.nocarz.pl/rooms/800723,20250302144653.0,2025-03-02,city scrape,mediterranean ambiance appartment,,,,4215174.0,https://www.nocarz.pl/users/show/4215174,Hinde,2012-11-22,,"It' s been already more than 20 years that I live happily in Amsterdam.  I live together with my son of 10 years old. I love to travel, specifically to Mediterranean countries. I work as a coach, trainer and talent counselor for the city of Amsterdam.",,,0%,f,https://a0.muscache.com/im/pictures/user/f4cc8da6-8fed-48d5-86cb-e14dab766545.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f4cc8da6-8fed-48d5-86cb-e14dab766545.jpg?aki_policy=profile_x_medium,Oud-West,1.0,1.0,"['email', 'phone']",t,t,,De Baarsjes - Oud-West,,52.36884,4.86127,,Entire home/apt,4.0,,,2.0,2.0,,,4.0,14.0,4.0,,14.0,14.0,4.0,,,,0.0,,0.0,1.0,2025-03-02,18.0,,0.0,0.0,0.0,0.0,0.0,2013-01-04,2020-02-18,,4.83,4.67,4.94,5.0,4.67,4.5,0363 6CD0 61EE A298 8E86,,,,,0.0,0.12
1.1499727093260017e+18,https://www.nocarz.pl/rooms/1149972709326001722,,2025-03-03,previous scrape,Spacious Designer Apartment,"Spacious, bright, newly renovated designer apartment. Quiet neighborhood with easy city access. The apartment includes a fully equipped kitchen, a balcony, one bedroom (with king-size bed), cozy bathroom, and a separate workspace with 2 monitors. Close to shops, restaurants, attractions. Easy car & public transport access. Hosts' favorite horeca spots list provided. 10 mins bike ride to major attractions & Amsterdam Central Station. Tram & bus stop nearby (50m).",,https://a0.muscache.com/pictures/miso/Hosting-1149972709326001722/original/d42d0daa-a019-4a2e-9671-cac21587adae.jpeg,49145624.0,https://www.nocarz.pl/users/show/49145624,,2015-11-16,"Amsterdam, Netherlands",,,,67%,f,,,,1.0,1.0,,,,,De Baarsjes - Oud-West,,,4.8587056,,Entire home/apt,,,1 bath,1.0,,"[""Freezer"", ""Wine glasses"", ""Outdoor dining area"", ""Coffee maker"", ""Kitchen"", ""Hangers"", ""Heating"", ""Hot water kettle"", ""Bed linens"", ""Cooking basics"", ""Dishwasher"", ""Stove"", ""Hot water"", ""Books and reading material"", ""Wifi"", ""Baking sheet"", ""Host greets you"", ""Iron"", ""Hair dryer"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Cleaning products"", ""TV"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""First aid kit"", ""Extra pillows and blankets"", ""Blender"", ""Dining table"", ""Clothing storage"", ""Sound system"", ""Oven"", ""Dishes and silverware""]",$310.00,7.0,,7.0,7.0,21.0,21.0,7.0,21.0,,t,0.0,0.0,0.0,,2025-03-03,,4.0,,0.0,4.0,56.0,,2024-09-15,2024-10-20,,5.0,4.75,5.0,5.0,4.5,4.75,03637E8E944A055E55A1,f,1.0,1.0,,0.0,0.71
,https://www.nocarz.pl/rooms/29298781,20250302144653.0,,,Lovely retro room with private bathroom,,,https://a0.muscache.com/pictures/e843c00f-ca3e-4b81-8304-b66d7581bed4.jpg,2342196.0,https://www.nocarz.pl/users/show/2342196,Kes,,,"I'm a open extravert actor, who's always happy meeting new people. I love my little city. And I hope everyone enjoys it as much as I do. 

I love travelling, New Zealand, Thailand, China etc. I also lived in London for 5 years. 

I will be in my part of the house, so you can always ask anything you need to know about the city, or things you need. And when I'm at work, you can always call me and I will get back to you as soon as possible.
",within a few hours,94%,,t,https://a0.muscache.com/im/pictures/user/87c5c065-fdc8-4bbd-95ee-c64d59d2f99a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/87c5c065-fdc8-4bbd-95ee-c64d59d2f99a.jpg?aki_policy=profile_x_medium,Oud-West,,2.0,"['email', 'phone']",t,t,,De Baarsjes - Oud-West,,52.36379,4.86229,Private room in rental unit,Private room,,1.0,1 private bath,1.0,1.0,"[""Coffee maker"", ""Paid street parking off premises"", ""Shampoo"", ""Hangers"", ""Sanex  body soap"", ""Heating"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Bed linens"", ""Fire extinguisher"", ""Hot water"", ""Wifi"", ""Waterfront"", ""Shower gel"", ""Portable fans"", ""Single level home"", ""Iron"", ""Coffee"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Essentials"", ""Extra pillows and blankets"", ""Dining table"", ""Clothing storage: closet"", ""Laundromat nearby""]",,2.0,,2.0,,365.0,365.0,2.0,365.0,,t,,16.0,25.0,238.0,2025-03-03,188.0,38.0,0.0,177.0,,255.0,29580.0,2018-10-22,2024-12-31,4.79,4.81,4.76,4.96,4.94,4.82,,0363 1153 7AF7 596F ABCC,f,1.0,0.0,1.0,0.0,2.43
,,20250302144653.0,2025-03-03,,Beethoven Palace,,"The apartment is located in the popular Beethovenstraat with a wide range of cozy restaurants and cafes, clothing stores, various delicatessens and supermarkets. <br /><br />The Zuidas, Beatrixpark, Vondelpark, Museumplein and de Pijp are all within walking distance.<br /><br />The tram stop is in the street, where you can easily be in the center (Dam square, Rembrandt square, Kalverstraat) of Amsterdam within 15 minutes.",https://a0.muscache.com/pictures/hosting/Hosting-1063875289084562417/original/b48838fc-c2f3-479b-ae95-d8dc0d9090eb.jpeg,172796814.0,https://www.nocarz.pl/users/show/172796814,,2018-02-11,"Amsterdam, Netherlands",,,,,f,https://a0.muscache.com/im/pictures/user/User-172796814/original/c22d9a71-6e61-4e60-959d-f8d4ba40494e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-172796814/original/c22d9a71-6e61-4e60-959d-f8d4ba40494e.jpeg?aki_policy=profile_x_medium,,1.0,,,t,t,"Amsterdam, Noord-Holland, Netherlands",Zuid,,52.350041548385,4.878037646412849,Entire rental unit,Entire home/apt,2.0,,1 bath,1.0,,"[""Body soap"", ""Clothing storage: wardrobe"", ""Freezer"", ""Wine glasses"", ""Toaster"", ""Portable heater"", ""Coffee maker: Nespresso"", ""Conditioner"", ""Kitchen"", ""Shampoo"", ""BBQ grill"", ""Paid street parking off premises"", ""Long term stays allowed"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Bed linens"", ""Gas stove"", ""Cooking basics"", ""Backyard"", ""Dishwasher"", ""Washer"", ""Hot water"", ""Wifi"", ""Shower gel"", ""Iron"", ""Coffee"", ""Outdoor furniture"", ""Hair dryer"", ""Private patio or balcony"", ""Board games"", ""Refrigerator"", ""Dedicated workspace"", ""Cleaning available during stay"", ""Cleaning products"", ""TV"", ""Carbon monoxide alarm"", ""Essentials"", ""Drying rack for clothing"", ""Dining table"", ""Oven"", ""Dishes and silverware""]",,22.0,60.0,4.0,,60.0,60.0,21.7,60.0,,,2.0,2.0,3.0,3.0,,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,f,1.0,1.0,0.0,0.0,
3982031.0,,20250302144653.0,2025-03-03,,,"Everything you need is provided in this two room guesthouse with kitchen and bedroom. Perfect location, in the middle of Amsterdam. Walking distance to all museums, restaurants, shops etc. The guesthouse and patio are no smoking area's.",,https://a0.muscache.com/pictures/50217306/e60115f5_original.jpg,13527741.0,https://www.nocarz.pl/users/show/13527741,Mischa,2014-03-25,"Amsterdam, Netherlands","We, Mischa and Rene, work as a film director and as a journalist. And love to do so. 
We like to go to the cinema, musea, biking, cooking, reading, visiting friends and family. And enjoy drinking coffee. 
We travelled a lot round the world, for pleasure and work. Both relaxing holidays and adventures. We speak good English, French and German, are clean and caring persons. We treat other property with respect. 
We should be more than happy to provide you with more information and answer any questions you may have about Amsterdam and our guesthouse.
",within a few hours,100%,,,https://a0.muscache.com/im/users/13527741/profile_pic/1399315641/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/13527741/profile_pic/1399315641/original.jpg?aki_policy=profile_x_medium,,1.0,1.0,,t,t,"Amsterdam, North Holland, Netherlands",,,52.36239,4.89859,,Entire home/apt,,,1 bath,1.0,1.0,"[""Body soap"", ""Private backyard \u2013 Fully fenced"", ""Clothing storage: wardrobe"", ""Courtyard view"", ""Wine glasses"", ""Toaster"", ""Paid parking off premises"", ""Kitchen"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Laundromat nearby"", ""Heating"", ""Free dryer \u2013 In unit"", ""Coffee maker: drip coffee maker, Nespresso"", ""Luggage dropoff allowed"", ""Bed linens"", ""Gas stove"", ""Cooking basics"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Shared patio or balcony"", ""Hot water"", ""Wifi"", ""Baking sheet"", ""Waterfront"", ""Host greets you"", ""Microwave"", ""Shower gel"", ""Portable fans"", ""Single level home"", ""Iron"", ""Outdoor furniture"", ""Hair dryer"", ""Refrigerator"", ""Smoke alarm"", ""Cleaning products"", ""Carbon monoxide alarm"", ""First aid kit"", ""Essentials"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Dining table"", ""Oven"", ""Dishes and silverware""]",$510.00,,1125.0,,13.0,1125.0,1125.0,5.3,1125.0,,t,,2.0,3.0,,2025-03-03,214.0,28.0,2.0,51.0,26.0,255.0,30345.0,2014-10-19,2025-02-22,4.95,,4.92,4.94,,4.97,4.82,0363 5F27 6081 C503 7AD6,,1.0,,0.0,0.0,1.69
6.8045627214864e+17,https://www.nocarz.pl/rooms/680456272148640001,,,previous scrape,Cosy 70m2 apartment in a quiet part of the center,"Want to have the local Amsterdam experience in a nice recently renovated top floor apartment in the center but not part of the constant swarm of tourists than this is the place to be. Go for a nice breakfast at Frank's Smokehouse, visit the Maritime Museum in the afternoon and go for drinks at The IJ Brewery and all within a 5 minute walk.<br />Suitable for 2 adults, and one child (0-2 years).<br />Located next tot the largest windmill of the province.",,https://a0.muscache.com/pictures/miso/Hosting-680456272148640001/original/7d02141a-e8f7-4a6c-8e27-402902f59ffd.jpeg,104596043.0,https://www.nocarz.pl/users/show/104596043,Cedric,2016-11-21,,Born in Surinam and have been living in the Netherlands since 1990. Living with my wife and two daughters in the apartment that we're hosting when we're on holiday. I hope you enjoy.,,,,f,https://a0.muscache.com/im/pictures/user/f4be5480-c968-43a1-9266-78073676e872.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f4be5480-c968-43a1-9266-78073676e872.jpg?aki_policy=profile_x_medium,,1.0,1.0,,t,t,"Amsterdam, Noord-Holland, Netherlands",,,52.36822,4.92358,,Entire home/apt,2.0,,1 bath,1.0,,"[""Crib - available upon request"", ""Freezer"", ""Wine glasses"", ""Toaster"", ""Children\u2019s dinnerware"", ""Bathtub"", ""Fast wifi \u2013 329 Mbps"", ""Coffee maker"", ""Central heating"", ""Kitchen"", ""Bidet"", ""Paid street parking off premises"", ""Paid parking on premises"", ""Hangers"", ""Laundromat nearby"", ""Garden view"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Bed linens"", ""Fire extinguisher"", ""Cooking basics"", ""Dishwasher"", ""46 inch HDTV with Chromecast"", ""Free washer \u2013 In unit"", ""Private hot tub"", ""Hot water"", ""Books and reading material"", ""Baking sheet"", ""Microwave"", ""Portable fans"", ""Single level home"", ""Iron"", ""Coffee"", ""Hair dryer"", ""Private patio or balcony"", ""Board games"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Stainless steel gas stove"", ""Refrigerator"", ""Ethernet connection"", ""Smoke alarm"", ""Cleaning products"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""First aid kit"", ""Stainless steel oven"", ""Essentials"", ""Hammock"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Blender"", ""Dining table"", ""Babysitter recommendations"", ""Clothing storage"", ""Changing table"", ""Standalone high chair - available upon request"", ""Dishes and silverware""]",$350.00,,1125.0,90.0,90.0,1125.0,1125.0,90.0,,,t,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,2023-01-01,,5.0,5.0,5.0,5.0,5.0,4.0,,0363 071D 4D88 68DF 821C,f,1.0,,0.0,0.0,0.04
,https://www.nocarz.pl/rooms/26303871,20250302144653.0,2025-03-03,city scrape,Luxurious apartment in the JORDAAN| CITY CENTRE,,,https://a0.muscache.com/pictures/miso/Hosting-26303871/original/e1deb198-de12-4349-83f3-3a63a62c2dd3.jpeg,3592780.0,https://www.nocarz.pl/users/show/3592780,Lars & Antoinette,,"Amsterdam, Netherlands",,,,89%,f,https://a0.muscache.com/im/pictures/user/20fdb79f-561d-470b-91d6-4c05638ce6fa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/20fdb79f-561d-470b-91d6-4c05638ce6fa.jpg?aki_policy=profile_x_medium,Jordaan,1.0,1.0,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Centrum-West,,52.38241,,Entire rental unit,Entire home/apt,2.0,1.5,1.5 baths,2.0,3.0,"[""Private entrance"", ""Children\u2019s books and toys"", ""Body soap"", ""Clothing storage: closet and wardrobe"", ""Park view"", ""Canal view"", ""Freezer"", ""Wine glasses"", ""Toaster"", ""Children\u2019s dinnerware"", ""Bathtub"", ""Paid parking off premises"", ""Coffee maker"", ""Central heating"", ""Shampoo"", ""Kitchen"", ""Hangers"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Pack \u2019n play/Travel crib - available upon request"", ""Luggage dropoff allowed"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Cooking basics"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Stove"", ""Hot water"", ""Books and reading material"", ""Wifi"", ""Baking sheet"", ""Waterfront"", ""Microwave"", ""High chair"", ""Portable fans"", ""Single level home"", ""Outlet covers"", ""Iron"", ""Coffee"", ""Hair dryer"", ""Private patio or balcony"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Cleaning products"", ""Bluetooth sound system"", ""First aid kit"", ""TV with Chromecast, Netflix, premium cable"", ""Essentials"", ""Drying rack for clothing"", ""Window AC unit"", ""Blender"", ""Dining table"", ""Oven"", ""Baby safety gates""]",$345.00,4.0,7.0,5.0,5.0,7.0,7.0,5.0,7.0,,t,,,3.0,,,,6.0,0.0,11.0,6.0,48.0,9312.0,,2024-08-26,,,,,4.95,5.0,4.71,0363 C2DC BF9B A917 283C,f,1.0,1.0,0.0,0.0,0.26
4715688.0,https://www.nocarz.pl/rooms/4715688,20250302144653.0,2025-03-03,previous scrape,Lovely 2-bedroom apartment (112m2),Beautiful 2 storey apartment in Amsterdam Oud West. Historical Details and nice,"Just around the corner there are several nice restaurants. Zus & Zus, Pizzaria Forno, De Pizzabakkers, Grootmoeders Pancake House, Restaurant Buuf, Restaurant Kaliber, Restaurant Fondue&Fondue, Ethiopian restaurant Abyssinia. Also there are typical Dutch bars, a Turkish supermarket and Albert Heijn supermarket, all within walking distance. <br />Some of our great Amsterdam Museums (Rijksmuseum, Van Gogh Museum, Stedelijk Museum) are a 20 minute walk away. <br />Luxurious shopping is less than a 10 minute bike ride away in the famous P.C. Hooftstraat. <br />Vondelpark is in front of my appartment. The daily fresh market Ten Katemarkt with the local hotspot ' De Hallen' with food market, restaurants and cinema is a 5 minute bike ride. A visit to Amsterdam couldn't be any easier.",https://a0.muscache.com/pictures/ee38098c-151c-4d36-bccc-5a1cb258a11f.jpg,18569537.0,https://www.nocarz.pl/users/show/18569537,Bas,2014-07-21,"Amsterdam, Netherlands",,within a day,100%,,f,https://a0.muscache.com/im/pictures/user/dd26c033-85f1-4955-ad08-8a916702574b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dd26c033-85f1-4955-ad08-8a916702574b.jpg?aki_policy=profile_x_medium,Oud-West,1.0,,,t,t,"Amsterdam, Noord-Holland, Netherlands",De Baarsjes - Oud-West,,52.36037,,Entire rental unit,Entire home/apt,4.0,,1 bath,2.0,,"[""Children\u2019s books and toys"", ""Freezer"", ""Wine glasses"", ""Toaster"", ""Bathtub"", ""Coffee maker"", ""Kitchen"", ""Shampoo"", ""Barbecue utensils"", ""BBQ grill"", ""Outdoor playground"", ""Hangers"", ""Laundromat nearby"", ""Heating"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Cooking basics"", ""Gas stove"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""TV with Netflix"", ""Hot water"", ""Books and reading material"", ""Wifi"", ""Microwave"", ""High chair"", ""Iron"", ""Coffee"", ""Outdoor furniture"", ""Hair dryer"", ""Private patio or balcony"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Bluetooth sound system"", ""Carbon monoxide alarm"", ""First aid kit"", ""Stainless steel oven"", ""Essentials"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Blender"", ""Dining table"", ""Clothing storage: closet"", ""Crib""]",,,500.0,3.0,,,500.0,3.0,,,t,17.0,32.0,49.0,308.0,2025-03-03,72.0,11.0,0.0,247.0,12.0,,,2015-11-18,2024-10-29,4.86,4.83,4.58,4.9,4.96,,4.61,,f,1.0,1.0,,0.0,0.64
