listing_id,id,date,reviewer_id,comments,numerical_review
55868.0,,,,"Super Accueil avec boissons et attentions pour l'arrivée. Description de l'appartement tout à fait correspondante. Quartier bien situé et connections avec le centre par les transports en commun tout à fait faciles. Calme la soirée et ambiance sécurisante. Bref, un super endroit pour découvrir la ville. Seul (petit) bémol: l'isolation thermique est celle d'un vieil appartement de charme et les nuits sont fraîches au printemps.",
55868.0,225097325.0,,61637032.0,Great apartment in a superb location.,5.0
2818.0,8.65822009026631e+17,2023-04-09,432612381.0,"daniel was a really welcoming and friendly host, and his place was really clean and comfortable to stay in. he had good recommendations for food and things to do in amsterdam, definitely would recommend staying at his place!",
80635.0,24270970.0,2014-12-24,21825795.0,"I totally fell in love with the host and his place! It was really nice and cozy and i love the breakfast spread that Riks prepared every morning. The bed and pillow hugs you so comfortably that I find myself dreading to get out of it! haha.. The location was superb! words can't describe it. All i can say is, its walking distance from EVERYTHING YOU WANT AND NEED! Plus, the host is hot so thats a plus if you stay here! hahaha.. Riks really made our stay a pleasurable one. I highly recommend anyone who's travelling to Amsterdam to check this place out!",5.0
80635.0,27719884.0,2015-03-10,,The place was a great location. Riks was a great source of information.  Will definitely go back.,5.0
80635.0,503725905.0,2019-08-06,20359816.0,My stay at Riks’s place was outstanding. It’s in a perfect location and I walked everywhere. I was able to get in early which was a huge bonus! Thank you Riks for making my first trip to Amsterdam so memorable.,
,4.830906347070639e+17,,53801413.0,Michiel is a nice person.<br/>Everything was clear; amazing location.<br/>Definitely I will come back soon.,5.0
,,2022-06-19,,,5.0
,21482204.0,2014-10-18,,"Wij hebben een geweldige tijd gehad op de woonboot van Flip. Bij aankomst lagen er fortune  cookies op de kussens van het bed en op dat moment waren we verkocht. Heerlijke plek alles lekker schoon en fris en fantastisch centraal gelegen. 's Morgens werd er een heerlijk ontbijt geserveerd die met liefde gemaakt was. We mochten ook nog eens gebruik maken van de fietsen. Fietsend door Amsterdam was een fantastische beleving. Bedankt voor het delen van deze bijzondere plek en wij kijken ernaar uit om in de toekomst een keer terug te komen.. Groetjes, Guanita & Marcel",1.0
91535.0,1.2006437175761551e+18,2024-07-14,577093839.0,Fantastic stay on Michiels house boat! Thanks a lot!,4.0
91535.0,,2024-09-01,34179087.0,We had a great stay! Very responsive host and charming location.,
97221.0,1721325.0,,2535941.0,Gianni was absolutely amazing! He provided us with delicious Italian style coffee every morning and even made us an awesome cake! The apartment was beautiful and very easily accessible. We were completely blown away by Gianni's hospitality and how comfortable he made us in his home. ,
214531.0,14424285.0,2014-06-19,,"My girlfriend and I had a terrific stay at our host im Amsterdam. 
<br/>
<br/>He showed us the apartment at our arrival, explained us many details, and brought our heavy luggage over the small stairs to the top of the building with a beautiful view over Amsterdam. He even gave us his mobile phone number for emergency cases.
<br/>
<br/>The attic is in a very typical Amsterdam style. It is situated in a great location, with a bright and big bathroom with a nice jacuzzi, separated living and sleeping rooms, a very friendly host who even cared about towels, soap and shower gel for our stay. The apartment might be a problem for taller people but for me with 186cm it was no problem at all.
<br/>
<br/>The neighborhood is normally really silent. Only in the first night there seemed to be a little party near the house. There are excellent places nearby for a good breakfast (e.g. B&B Lunch, Laatste Kruimel, De Bakkerswinkel). The apartment offers wireless LAN wich is really useful and even a TV set which was excellent to watch a few soccer games.
<br/>
<br/>To put it in a nutshell. If you are searching for a good apartment in a typical style in a great location with an excellent host, then we can fully recommend this location. It is not cheap but offers great value for the price. Keep up the good work!",5.0
97221.0,,2016-12-05,81665930.0,"Gianni was very accommodating and discreet and the house was impressively clean. The house is 35 to 40 minutes away from Amsterdam Centraal by tram. The only thing was that we didn't realise there was another room that was rented inside the house and we were afraid that it would be crowded, but there was no problem at all in the end, it was like we were alone. He accepted also to keep our luggage after the check in, in order to help us because we would leave from Amsterdam later at night. It was a pleasant experience for us. Thanks Gianni for your hospitality.",5.0
214531.0,49101809.0,2015-10-01,35518811.0,"Henry was a gracious host. The room was super clean, quiet, he even supplied soap shampoo and a mini bar. It was in a centrally located part of Amsterdam with everything in walking distance.",5.0
,,2016-12-06,13575831.0,"Good location, but also very very quiet. Great to have bikes ready for us. Three ovens makes it hot even in wintertime. Great breakfast. 2x bathrobes makes it seem like a spa. Should bring own slippers. Flip is an interesting guy, good conversationalist, even heard him practice singing with his family which was nice. ",5.0
,159171773.0,2017-06-10,88427665.0,"Es war eine absolut toller Aufenthalt und eine wunderbare Zeit in Amsterdam. <br/>Wir haben uns auf dem Hausboot rundum wohlgefühlt. Besonders zu loben ist auch das Frühstück, dass jeden Tag liebevoll vorbereitet und von Flip gebracht wird. Vielen Dank für alles! Wir kommen auf jeden Fall wieder! ",1.0
245927.0,6.570696456697403e+17,,173599253.0,"Our Family really enjoyed staying at the Sonnenberg, a historic home in the Herengracht area, which is close to wonderful canals, shopping and eating options.  The place was clean and centrally located.  The stairs could be a challenge for some, but bedding, toilets and amenities were great - we thoroughly embraced the entire experience! Thank Wytse!",5.0
245927.0,1.1180329696271944e+18,2024-03-22,45984854.0,"A charming and perfect spot to stay! Wonderfully helpful and friendly hosts, great location, clean and cozy, with the most fantastic view.",
245927.0,1.15350469813959e+18,2024-05-10,40117397.0,,
245927.0,1.2332226166299686e+18,2024-08-28,33433774.0,,5.0
27886.0,7.679059274259758e+17,,417290870.0,Brilliant quirky place to stay . Walking distance to main Center and location was amazing . Host Flip was helpful and he brought a fantastic breakfast every morning . Would definitely go back and recommend,5.0
247805.0,9.324954864560717e+17,2023-07-10,383773509.0,"Très bon accueil, pleins de petites attentions, bien situé et près de tous les services et lignes de transport. Je recommande chaudement!",2.0
247805.0,1.0927180299651095e+18,2024-02-16,15457338.0,"Heerlijke studio om ff in Amsterdam te zijn.<br/>Er is vers fruit, blikjes in de ijskast en rode en witte wijn. Heel attent. Kim sprak ook vloeiend Frans wat handig voor mijn medereiziger was.",4.0
247805.0,,2025-02-13,665487175.0,"I had an amazing stay, and the hosts were truly exceptional. Not only was the accommodation comfortable and well-maintained, but their kindness and hospitality stood out the most. I had an early morning checkout and accidentally left my phone inside the unit just before locking up. Despite the early hour, they were incredibly understanding and woke up at 6 AM to assist me without any hesitation. Their generosity and patience in that moment meant so much to me. I highly recommend them to anyone looking for a thoughtful and accommodating host!",5.0
,,2023-08-25,20972770.0,,
255809.0,77009645.0,2016-05-30,,Very nice! Everything was perfect. ,4.0
255809.0,109543835.0,2016-10-22,25984254.0,Communicatie vooraf verliep geweldig. Bij aankomst hadden we het idee dat we bij vrienden op bezoek gingen zo warm werden we onthaald. We konden de auto zo op de oprit parkeren wat natuurlijk erg fijn is. De ruimte is keurig netjes en leuk aangekleed. Het bed is echt heerlijk. Restaurants en kroegjes om de hoek. Al met al een hele fijne ervaring en zeker voor herhaling vatbaar. Ik kan het zeker aanbevelen.,3.0
168769.0,48722305.0,2015-09-28,3135494.0,"Pros: Great location, 10 minute walk from Centraal Station, self made breakfast food included and awesome view of the canal from the kitchen. Cons: very small bedroom with no storage for luggage. I would suggest staying here if you value location over the size of the room. ",
168769.0,,,26991730.0,"Rik's place sits in a dream location, with a beautiful shared kitchen in the mornings, stylish rooms with fantastic views, and all right in the heart of all the action, and yet, still it has the wonderful feeling of a cozy and quiet residential setting. It's the best of all worlds, and add to that a kind hospitable host. Looking forward to next time, Riks, genuine thanks for sharing your space.",5.0
255809.0,8.245244850689272e+17,2023-02-11,488217442.0,,0.0
,,2023-08-23,,,0.0
171054.0,2060019.0,2012-08-21,3124268.0,"This was our first experience using nocarz and it has been very successful. Kamiel's apartment is really nice and well locate and he is a very good host. We went with our little child who needed a cradle and Kamiel looked for one quickly. He also offered us very useful information about trams,  supermarkets .... In addition, Kamiel took care of us during our stay. 
<br/>Thank yoy for everything, Kamiel!",5.0
255809.0,1.0215859219690368e+18,2023-11-10,,"Literally 3 minute's walk to RAI, great for people who are attending or holding the exhibition.",
28871.0,545460380.0,2019-10-12,257532497.0,Edwin is a really nice host. I recommed to stay in here to everyone. Location is really close to everwhere.,4.0
262394.0,,2013-06-04,3605633.0,"My husband and I have had a nice time in Asterdam.Martin was a great host and gave us a warm welcome with fruits, cake and wine. He also let us know all things we have to know about Amsterdam.
<br/>Martins charming studio is very nice with the really beautiful terrace.
<br/>We only had to walk 5-10 minutes to the Vondelpark. and by bike we were in the center in 15-20 minutes.
<br/>So it is a great place to have a look to Amsterdam. ",
28871.0,5.71584306691144e+17,2022-02-27,247481804.0,,
188347.0,4634789.0,2013-05-17,5500362.0,"Yahav and Deidre's place conveniently located away from the craziness of Amsterdam Central.  It was only a short 15 minutes away by tram so it felt like good conclusion to the night when you return.  
<br/>
<br/>Deidre was very nice in getting us set up and giving us directions to places to visit.  The neighborhood was nice and quiet too, for the most part (you can hear the neighbors moving about on the top floor).
<br/>
<br/>The only complaints I have is that the room is a tad tight so it just fit my girlfriend and I with our luggage.  However, it was clean and comfortable so we didn't mind too much.  Deidre also helped us get set up with some transit cards and that helped save a couple of Euros too in traveling costs.",5.0
28871.0,6.672455514597774e+17,2022-07-09,380898864.0,,4.0
188347.0,8155264.0,2013-10-18,6433346.0,"Very nice hosts, clean environment (kind of small), easy access to public transportation, and convenient to local attractions. I would stay there again",5.0
,1.2513128917147694e+18,2024-09-22,212645499.0,Edwin hat sich sehr gut um alles gekümmert. Danke!,2.0
,27539904.0,2015-03-07,26360725.0,Les informations transmises par Yahav avant l'arrivée étaient très claires et nous avons pu trouver l'appartement facilement. Nous y avons été bien accueillis par Deirdre qui nous a aussi transmis les clefs des vélos. Un petit livret conçu par Yahav et regroupant plein d'informations sur Amsterdam nous a aussi bien guidé dans nos choix de visite. Très bon séjour ;-),2.0
,,2019-10-07,,,5.0
274706.0,1.0209655262292163e+18,2023-11-09,586186.0,"We had the most wonderful stay at this sweet apartment! The hosts were some of the most gracious and most hospitable hosts we've been lucky enough to encounter  - so patient and helpful! The apartment is in a great neighborhood - very easily walkable to any part of Amsterdam you'd like to see, and just a block from the tram.",
653459.0,,2018-07-31,105130759.0,"Very nice house! Would definitely recommend it, especially for a family with kids. ",5.0
,471776316.0,2019-06-18,24536214.0,The location is near the city centre by public transport (20 min. approx). Quiet place in a great neighbourhood. The only bad thing to comment was the blankets were wet.,3.0
937635.0,12544792.0,2014-05-05,13235327.0,"We really enjoyed out stay!  The flat is beautiful and our children loved playing with the toys and looking after the cats.  Amazing views from balcony, we felt very at home and welcome there. Would recommend and hope to return again in the future.",
,,2014-03-14,,"Our stay was fantastic!  The room was just as described, perhaps even better than the photos depict.  Very modern bathroom was quite nice, and the view of the canal was spectacular.  David was very hospitable, informative and responsive, and left us breakfast in a basket that we enjoyed in the room prior to going out exploring each day.  He has a great selection of maps, tour info and books on Amsterdam that we made use of.  The bed was super comfortable and the room was very clean and welcoming upon our arrival.  We can't wait to go back someday.",5.0
654931.0,,,11999354.0,Great place! We had everything we needed and it was incredibly comfortable and quiet. Couldn't have asked for anything more! ,
286500.0,,2017-10-27,41421393.0,"David's place was excellent with all the privacy needed as well as comfortable, and a great view of the river and proximity to restaurants and other great locations.",5.0
286500.0,,2018-08-30,113083999.0,Die beste Unterkunft die man sich in Amsterdam vorstellen kann!,0.0
286500.0,351526616.0,,34957963.0,This place is amazing !!!! Very close to the central station and in the heart of Amsterdam. You can walk to everywhere. The view to the canal from the window has not price. David was very helpful and the communication was very good. I will come back for sure !!!!,5.0
946142.0,6586593.0,2013-08-18,6826112.0,"We enjoyed our stay, and our hosts were very helpful and friendly. The kitchen was very well stocked. A comfortable apartment, and very quiet at night. The taxi from central station was 11 euro. Lots of bars and restaurants about 10 minute walk, and also a similar distance to Anne Frank house. ",5.0
290701.0,,2014-09-28,20446112.0,,5.0
,47245904.0,2015-09-17,18524720.0,The room was nice and clean it is in the center very close to all main attractions and to the Central station so it is very comfortable. David was very nice and welcome. Great place to stay!,5.0
,54984626.0,2015-11-27,23951643.0,"David and his partner were quite welcoming, and the room was just as described. The location is superb and the accommodations were exactly what we were looking for! ",5.0
946142.0,107528874.0,2016-10-10,,,2.0
946142.0,121805423.0,,51171614.0,"O apartamento de Madelinde é ótimo! Confortável, limpo, bem localizado.
<br/>A Madelinde é ótima anfritriã, nos atendeu muito bem quando chegamos.
<br/>Fácil acesso por transporte público, é também muito bom para ir a pé aos pontos turísticos. 
<br/>Se voltar a Amsterda, ficarei novamente nesse lugar.
<br/>",2.0
946142.0,167822446.0,2017-07-08,77726260.0,"Comodo, pulito, tranquillo, semplice.<br/>Ospite gentilissima e discreta.<br/>Vicinissimo al centro.",2.0
290701.0,168308675.0,2017-07-09,43934580.0,,1.0
946142.0,1.1230411727726086e+18,2024-03-29,46772697.0,"I was a solo traveler who needed a comfortable and very safe base to explore Amsterdam.  The Apartment provided exactly what I was looking for, within easy reach of all the main attractions and it is exceptionally well equipped, with lots of extra touches to make the stay comfortable.  My only regret was that there is no easy chair to sit and read in.   I was relieved that my late husband wasn't with me, as I am certain the tiny bathroom would have been too snug for him and there are incredibly steep stairs to negotiate.  However this is probably difficult to avoid in Amsterdam!  As a light sleeper, I had noted other reviews which referenced the thin curtains and the inevitable and occasional noise from neighbours, so I took both my ear plugs and sleep mask.  The mask I definitely needed, but the ear plugs possibly not!  Lastly,  I didn't meet Madelinde, but I did meet her very hospitable husband and charming cleaner, so thanks due to all :)",5.0
290701.0,500615938.0,2019-08-02,20895178.0,Perfect location in the center of Amsterdam! Would go there anytime again!,4.0
290701.0,637098393.0,,353949724.0,,4.0
654931.0,95173984.0,2016-08-18,54019146.0,"My girlfriend and I loved our stay with Matthijs and Francina. The air bnb is extremely close to any shops, pubs, eats and sites. They performed above and beyond for hosts and it made our stay in Amsterdam all the better. Would highly recommend!",5.0
654931.0,103344509.0,,24413439.0,,
,106406522.0,2016-10-06,80516910.0,"Matthijs,was great on all things. The only thing was one day he said we had left the bathroom dirty, I had , and have no idea, unless we weren't suppose to leave our wet towel hung up in the bathroom. We put them on the heating rack, but it might not have been the way they do things.",
291752.0,13034910.0,2014-05-18,,"Siamo stati ospiti di Ton 4 notti. La camera è come viene descritta, ampia, luminosa, confortevole. Era a disposizione anche una stufa a gas nella eventualità che il tempo diventasse sempre più umido per la pioggia. Così non è stato per cui non l'abbiamo usata. Il bagno ampio e pulito. A parte l'iniziale impatto con le scale ripide, tipico di queste case della ""vecchia"" Amsterdam a cui ci siamo rapidamente abituati. La casa é non lontana dal centro, circa 45' da piazza Dam a piedi, è comodissima con il Metro, 5'-10'
<br/>Ottima l'ospitalità di Ton che fa di tutto per metterti  a tuo agio. Le sue indicazioni per tram, bar o ristoranti, e anche per dove stampare la carta d'imbarco sono state buone e precise. Il quartiere fuori dalla folla dei turisti è carino, piacevole e dà una idea della vera Amsterdam con il fiume e il correre delle biciclette.  Grazie Ton",2.0
947437.0,508041852.0,2019-08-12,,,
947437.0,529685540.0,2019-09-15,245922060.0,"André est très sympathique avec de belles petites attentions, chambre irréprochable. Un seul petit bémol, un peu trop excentré du centre ville.",2.0
947437.0,6.027122935561027e+17,2022-04-11,349512380.0,I wish I could give more than 5 stars! Andre is an amazing host and a great communicator. So hospitable and friendly. The space is also so beautiful and convenient to get to the city center. Made our first visit to Amsterdam a perfect one!,5.0
654931.0,212126551.0,,,Matthijs was a great host and very welcoming and accommodating. I highly recommend this place for staying in Amsterdam. He was very helpful and knowledgable.,
,1.0550011634653784e+18,2023-12-26,162556179.0,"Simone ci ha accolto con calore e simpatia, nonché con una bottiglia ottimo vino! Abbiamo cenato insieme all'arrivo ed è stato  piacevole chiaccherare con lei! Nella stanza,corredata di tutto l'indispensabile abbiamo trovato dolcetti e frutta ad aspettarci! Il frigo conteneva cibo in quantità per un ottima colazione! Abbiamo apprezzato tutto ciò e torneremo sicuramente. Grazie ancora Simone!",4.0
954629.0,1.1549660283430666e+18,,330779634.0,Le logement était super à 15 minutes à pied du métro. Nous avons passé un excellent séjour dans un endroit calme et paisible. Merci encore !,5.0
304082.0,2402964.0,2012-09-24,3185678.0,"Anjo and Mirre were great and the apartment was comfortable and in a very central location. The apartment is right on the street with the main red light district - so that could be a plus or minus depending on who you are. The internet wasn't working while we were there, so you may want to check first to see if that is fixed first if you really need it. Other than the internet, everything went great!",5.0
654931.0,515684105.0,2019-08-23,38071968.0,"Muy buena ubicación, excelente desayuno con vista a un canal. Todo impecable.  Volvería sin dudarlo y altamente recomendable",1.0
654931.0,4.802296673380899e+17,2021-10-24,345323750.0,"Clean, lovely and central stay for everyone.<br/>A great host, great breakfast. We will come again.",5.0
304082.0,,,246078769.0,AWESOME location! Check-in was easy. Would recommend this stay to anyone eager to check out Amsterdam!,5.0
654931.0,7.723282593087978e+17,2022-12-01,358357089.0,"Matthijs' place was in a perfect location to explore this beautiful city, easy walking distance to everything we wanted to see and do. The room is small but comfortable, very attractive, well designed, had everything we needed and was very clean. Matthijs was the perfect host, very responsive, friendly and so helpful - he gave us great tips about where to eat and drink and gave us both a map and a lovely little booklet which he has produced giving suggestions of restaurants, bars, cafes, etc. We loved the short walk along the canal to our great included Dutch-style breakfast in a pretty cafe. We would definitely stay here again!",5.0
654931.0,,2023-03-24,,"Lovely property in a classic Amsterdam-style building and although in a quiet street just a few yards from a canal and only a two minute walk from the bustling Dam Square. Matthijs was a very pleasant, communicative host and has even produced his own informative booklet on Amsterdam, its history, culture, transport and amenities",
,9.897112122042168e+17,2023-09-27,161472620.0,"We spent 2 nights at Mathijs' place, and we absolutely loved it. The location is unbeatable. You can walk anywhere from there. Mathijs is an excellent host and gave us awesome recommendations. I will come back and recommend it anytime.",5.0
963328.0,,,122907736.0,"La estadía en este alojamiento fue tan particular como placentero!!<br/>Wendie te hace sentir como en tu casa, te brinda todo lo necesario para que puedas comenzar tu estadía de la mejor manera, te aconseja sobre los planes que tengas en mente... y todo en un ambiente muy cálido y confortable.<br/>El baño es muy cómodo y tiene la ventaja de contar con un lavarropas !! a nosotros nos ayudó mucho. El balcón también es muy lindo!<br/>La ubicación del dpto. es excelente... así que no saques tickets para el transporte publico ya que no los vas a necesitar... llegas caminando a todos lados.<br/>Muy recomendable !!!",1.0
,54258388.0,,47031501.0,"Un posto speciale. La barca e' confortevole, calda, bellissima. In una posizione perfetta: a due passi c'e' la fermata del tram che porta ovunque in 5 minuti. Dick e il suo team sono stati disponibilissimi e carinissimi. Andateci e' un posto molto romantico!",1.0
304143.0,57338103.0,2015-12-24,51043785.0,"I had a great time on Dicks house boat.<br/>It was a very unique experience. <br/>The boat was clean and tidy. Very cosy and comfortable.<br/>The location is amazing with the tram and bus line right outside.<br/>The boat is amazing, the host is great and the city is lovely.<br/>I would definitely recommend staying here.",5.0
304143.0,60622698.0,,,"Had a lovely stay on Dick's boat in Amsterdam. It was right next to a tram stop which made it easy to get around. Dick is a very welcoming host, gave lots of useful tips about the boat and the area. I would recommend this listing however I think it would be better to stay during warmer months as it did get cold at times, although Dick did warn us about this before arrival.",5.0
,4.431848307224953e+17,2021-09-03,46824271.0,,2.0
,4.649893300443333e+17,2021-10-03,22515731.0,"Nice two-floor apartment in Central Amsterdam. We spent here a rainy week in September. The heating worked well that was essential for us. The flat was clean and the pictures reflect its atmosphere, actually this was the reason for us to select this place. <br/>Hot water is sometimes gone during shower, to be solved or repaired. Otherwise no problem at all.",5.0
307497.0,3614254.0,,3615957.0,"Very nice Sailing Ship! The Ship looks exactly like on the photos. Jorn answered always very quick and the skipper was very friendly. Only the rear of the ship is a bit too cold in the winter because there is only heating in the front of the ship. 
<br/>
<br/>We had a nice time on the ship and would take it again!",5.0
,,2019-04-22,27957331.0,"Le logement de Hans et Wendie est très bien situé, dans une rue très commerçante mais au calme. La chambre, avec son petit balcon est très agréable. Comme la plupart des logements à Amsterdam, les escaliers sont étroits et raides... évitez les grosses valises!<br/>Merci à Wendie pour son accueil et sa réactivité. Merci également pour les chocolats de Pâques, c’était une jolie attention!",2.0
