listing_id,id,date,reviewer_id,comments,numerical_review
306234,456272617,2019-05-21,175586327,"Absolutely amazing nocarz. Agis and Dimitri were wonderful hosts - communicative and helpful. Agis is very thoughtful and provides a website with a list of restaurants, super markets, things to do, etc. They also gave us a nice bottle of wine during our visit!<br/>The place itself is extremely nice. Very modern, tastefully decorated and has all the accommodations you need. And of course, the view of the Acropolis is simply breathtaking. I highly, highly recommend this place if you are in Athens and want to spend a little bit more money! Great apartment, great hosts.",5
1374299,13826673,2014-06-05,9603737,"Wow - this place was perfect. We were extremely happy in this apartment, it was clean, tidy and perfect for our family of four. Thelma was an excellent host, who responded very quickly to emails, and took the time to explain things to us, including things to see in Athens, and directions to the Metro. We have been travelling for two months now, and it's fair to say that this is the best accommodation we have had yet.",5
1374299,93216661,2016-08-11,18838985,"Bonne communication de la part de Thelma, elle a répondu à toutes nos questions une fois arrivés sur place. Elle nous a transmis un plan pour se rendre sur place. Très disponible pour des problèmes ou des questions. Bel appartement, une heure à pied poir se rendre au centre-ville ou 10-15 minutes en metro. Je le recommande fortement aux familles ou entre amis. Super-marché très près également.",2
306234,909271003788257346,2023-06-08,299003286,"Agis arranged for a driver to come pick us up at the airport, and after an exciting trip through Athens George met us at the apartment.  We weren't sure what to expect as this was our first trip to Greece, however the flat was completely unbelievable, the view was spectacular and the location perfect.  It is a few steps to Acropolis, shopping in Plaka, some of the best restaurants in Athens.   Agis, George and Gina were all very wonderful to deal with and very attentive...this place is amazing,  we were fortunate to find the perfect spot for our Greece Vacation.",5
350321,24624561,2014-12-31,1095189,Great place to stay. Christina is extremely responsive and well prepared. There are map and instructions.  I wish it was closer to the metro as taking a cab in and out can be a bit costly.,5
350321,106815689,2016-10-08,85572652,good,4
350321,149896609,2017-05-06,116281103,Christina made check-in extremely easy! Her apartment was GORGEOUS and extremely clean. Everything was updated and the decor was beautiful and trendy. The location was perfect as it was close enough walking distance to everything my friends and I could possibly need (we did not take public transport/cabs during our stay). I will be staying here if I ever have the opportunity to visit again!! ,5
1374299,657698765716050256,2022-06-26,235170423,Πολύ εξυπηρετική και κατατοπιστική! Απαντούσε άμεσα σε όλα τα μηνύματα μου!,2
1374299,1068032097664932886,2024-01-13,511747827,Άνετο διαμέρισμα και η οικοδέσποινα  μας ήταν πολύ εξυπηρετική.,2
361393,74298160,2016-05-14,58134900,"The apartment is situated in the clothing district in the heart of historic Athens, so very convenient, but also safe. Our host Dimitris was very welcoming and helpful. He willingly helped us during the stay with local information. There were three of us, my husband, my brother and myself and we found the apartment spacious, nicely decorated and equipped with two bedrooms a dining area, a kitchen and a shower-room cum toilet, so very adequately spacious.",5
361393,732360722210538187,2022-10-07,10760277,appartement très bien situé à proximité de l'Acropole et des quartiers animés. les deux chambres sont très agréables et spacieuses. seul bémol une cuisine un peu petite. très bon accueil de Dimitri. Une bonne adresse,2
1484797,19068415,2014-09-06,8932644,"We had an amazing time in Athens, and the flat was all we could hope for and more!! It was in an excellent location, it was spotless, and it was lovely! There is a bakery just across the street that is amazing. Supermarket is not far, and the walk to the acropolis is not long either! Vesna and Kostas left a bottle of wine for us and had laundry soap that we were free to use. It was excellent. I can't say enough good things. We would definitely love to come back to Athens and stay here again. ",5
401423,1542140,2012-06-23,1664705,"Roula's appartment is FANTASTIC! Comfortable and clean - exactly as you can see in the pictures. The location of the house is within walking distance to Metro station and also several bus stations. There is a mini supermaket in front of the house that is open until 11pm and is very handy. <br/>Roula has provided us very useful info about Athens. When we arrived in Athens her daughter was waiting for us in the apartment. She gave us a quick tour of the place and let us to check out at 4pm on our departure date. ",5
1484797,38596828,2015-07-17,29467292,"Vesna is a great host. She communicates very well with you. The apartment is clean, well equipped and super comfy. Everything was as described and more. I highly recommend it. Thanks for everything!! :) ",5
401423,49307981,2015-10-03,27976613," Flat was centrally located within 2-3 minutes walk to the Acropolis so we were able to walk everywhere even though the metro station was only a 5 min walk away.  Directions and ease of access to airport via train was excellent.  There is a small grocer across the street and the kitchen is fully equipped.  The apartment was tidy and clean upon arrival.  Ralou was kind and kept in contact throughout the stay.  The only thing that could have been improved was the shower.  It had a very slow drain and even with a short shower we were standing in 1-2 inches of water.  We did figure out the second to last night that if you don't turn the water all the way on in relieved the problem.  I did let Ralou know and she offered to have a plumber come out but we really didn't want someone in during our stay.  I am sure she will have it addressed before the next customer.  Overall our stay was very comfortable, our host was friendly, and we would highly recommend.",5
401423,98942870,2016-09-02,45057180,The host was extremely hospitable. I have never seen a warmer host than Ralou. She made sure that we had no problems while we were staying at her house. ,3
401423,559957683744785703,2022-02-11,320406672,"Nice, comfortable apartment, good location",5
1484797,77537365,2016-06-01,43434887,"My husband and I were visiting Athens for the first time at the end of May. We absolutely loved Vesna's apartment. It's cute, clean, and close to all the major attractions. We walked everywhere and felt safe all the time. Vesna was helpful with all our travel arrangements and advice how where to eat and what to see! We will absolutely be back next time we are in Athens! ",5
401423,900583823166967796,2023-05-27,39125187,"The location is perfect, you have access to most historical sites. There are also great restaurants around the neighbourhood.",5
401423,958529235694961634,2023-08-15,76665421,Ralou was very accommodating and went above and beyond to make sure I had a great stay. She really wanted you to feel like a local and experience the culture!,5
401423,1140410745082215234,2024-04-22,42641778,Love the location and how quiet it was! Nothing to complain besides the lack of mirrors. There is only one mirror in the apartment which located in the bathroom.,4
469140,151353823,2017-05-12,2688836,My husband and I arrived late at night and Georgia was there waiting for us at the apt to explain everything! We even got homemade tractional deserts! Thanks for everything we really enjoyed our stay! And you can't beat that view! We would've slept on the balcony if we could! Thanks for everything!,5
474719,6126783,2013-07-31,6222943,"Fabulous apartment.  Has everything you need.  Good location.  Dimitris was very helpful.  I would recommend it to anyone<br/>",5
474719,6734323,2013-08-23,7349442,"Dimitris' apartment is fantastic. Very clean and comfortable with all of the amenities you would need, including air conditioning in each room. Well priced in a great location right in the heart of Athens, within walking distance to all of the main sites. Dimitris was a great host. He spoke English extremely well and is easy to get in contact with. We highly recommend this apartment for any stay in Athens. <br/>",5
474719,12774054,2014-05-11,3067907,"Had everything you needed, it was clean and very comfortable and Dimitri, the host,  was very accessible, if we ever needed anything he responded immediately. The apartment was in a quiet little street yet close to everything eg transport, shops and places to eat. ",4
474719,34699098,2015-06-11,23147091,"Excelente todo ....llegamos bastante tarde y Dimitris estaba esperándonos , nos explicó todo , el piso muy limpio y céntrico.",2
474719,70785405,2016-04-20,5306102,"Very well located, the apartment is nice, clean and with all needed things.<br/>Plus, Dimitris provided a baby cot for our little girl ! ",5
474719,73802095,2016-05-10,58533437,"this was our first experience with nocarz and it was PERFECT!. The listing was accurate Dimitris has been a great host throughout out trip. He even went that extra mile to make us as comfortable as possible. Helped us in booking taxi's whenever required and was always very prompt in his response<br/><br/>The location of the apartment is also amazing. We couldn't have found a better place to stay in Athens than Dimitis's apartment",5
474719,77675846,2016-06-02,59670932,位置极佳，公寓整洁干净，房东很和蔼，飞机晚点迟到好久依旧等着这点让人印象深刻。,2
1484797,201005627,2017-10-07,45731559,This apartment was as described & in a very handy location. Hosts were quick to respond whenever we needed them. Balcony was nice for sitting outside & Friday street market and close by bakery were great. We recommend it...,5
484925,134626490,2017-02-28,47084369,"Ranias apartment is a great place to stay when visiting Athen, this is really close to Acropolis and the city center itself. It is a beautiful neighborhood where you can walk in charming old streets with lots of restaurants and shops. The roof terrace with view over Athens and its surrondings are a great place to relax and eat. Highly recommended.",5
484925,535291573,2019-09-24,36168330,Holy Moly you must stay here for countless reasons.<br/>1) If there was such a classification as Super Duper Host then she’d be on it. We followed her advice on 3 food recommendations. All were excellent. In fact we gave the name of one of the restaurants to our Athenian friends to try out. There was a nation wide public employee strike on our day of departure. It included transit workers. The streets were jammed. Taxis hard to find. She arranged to have a taxi pick us up on time and get us from the Acropolis to the airport in one hour.<br/>2) The house is located at the foot of the Acropolis literally. The last road before the rock starts. The neighborhood was created for the stone masons who rebuilt the Parthenon. It’s been in the family since 1932. The unit itself is nice with two air conditioning systems. Everything works well. Good shower. <br/>3) Finally the roof. For this reason <br/>Alone I would come back.  You have a 180 degree panoramic view of the City.,5
1484797,494882314,2019-07-25,251171288,Had a lovely few nights at Vesnas. Close (about 20 minute walk) to the acropolis museum. Where you can find lots of restaurants. <br/>We also enjoyed looking after the stray cats opposite building to the bedroom window! 🐱,5
1484797,516268800,2019-08-24,14044017,"Prima, super schoon en compleet appartementje in erg leuke wijk. Dichtbij Acropolis, maar toch weg van toeristische drukte. Leuke cafés, eettentjes voor locals",4
1484797,1159309650938936071,2024-05-18,5547507,"What a fantastic stay! Vesna and her husband were very kind and generous hosts…Costas met me at 10pm to help me check in, and they provided tons of helpful information whenever I had questions…I worked from their apartment and the WiFi was great, I clocked it at about 60mbps…the location in Koukaki neighborhood is phenomenal! Within walking distance to tons of bars and restaurants, but away from the super touristy acropolis area…don’t hesitate to book this apartment, you’ll love it!",5
1499953,55432816,2015-12-01,43913451,My stay at this flat was great. Michalia was a brilliant host and arranged every little detail meticulously. Great communication and overall very pleased with the experience. Seamless procedure from beginning to end. Flat offered at a very competitive price and monthly discount is a huge bonus.<br/>The flat is as shown in the pictures. Super clean and spacious and a joy to live in. Natural light and outdoor space makes this the ideal place for the traveler. Kitchen and living room are conveniently arranged and decorated with attention to detail. Located in one of the best Neighbourhoods of Athens. Safe and with close proximity to shops and restaurants. Near some of the hotspots of the city albeit at times a bit noisy due to traffic.<br/>I will definitely be returning here for business and for holidays and will be staying in much alias apartment again.<br/>I highly recommend both the flat and the host.<br/>Niko,5
1499953,66363507,2016-03-22,43913451,"Property is good BUT Host and her relatives are a NIGHTMARE to deal with. The Internet was left unpaid on 3 different occasions, the boiler broke down and it took them 2 weeks to replace and I was left with no hot water, the place was not professionally cleaned and the owners sister came and went as she pleased, constantly disturbing my stay. <br/>I rented the property for 4 months, i spent over EUR 10,000 and in the end I was accused of stealing a room aroma diffuser and a plastic coffee shaker both worth 7 euros.. Upon replacing them, despite the fact that I had not taken them I was accused of stealing towels. Luckily I had receipts of all the sheets, pillows and towels I bought the day I arrived in Athens and was able to win the case with nocarz. I will be carrying this matter further however and will be suing for defamation. On the basis of the character and lack of manners that this family has (owner and her despicable sister Marinela), I would advise you to spend your money elsewhere. There are some lovely places around the area that are owned by people that are not homophobic like the owners of this flat. AVOID at all cost! Not worth the risk..",0
1529526,65586251,2016-03-15,12867047,Would highly recommend. Nancy and Nasir are perfect hosts and the flat is very cosy and homely with nice unique touches. It's a 20 min journey to the centre of town but we didn't find it a problem as the metro is really good in Athens. Top nocarz.,4
498604,547824525,2019-10-16,236765229,Great place to stay. Location is ideal especially if you want to visit the Acropolis area and the Plaka area by foot. Marilia’s place is also clean and spacious and really comfortable.,5
502779,455473066922951598,2021-09-20,47951856,"Great apartments, roomy and clean.<br/>The rooftop terrace was a wonderful place to chill out between our trips.<br/>Great communication, we really enjoyed ourselves and would recommend the D&Y Boutique Athens nocarz to everyone!",5
1529526,419026496,2019-03-03,42195638,"Il mini appartamento si trova in una zona residenziale di Atene un po' fuori dal centro, ma con una breve passeggiata di 5 minuti si raggiunge la stazione della metro di Attiki e da lì in 5 minuti si è in piazza Syntagma. Lo spazio è perfetto per due persone ed è molto pulito e curato. La comunicazione con l'host è stata precisa e puntuale. Lo consiglio caldamente!",2
567938,169579258,2017-07-13,72708393,Spiro's place is the perfect place for your Greek vacation.  20 minutes walking distance to the Acropolis and to restaurant's.  The house was clean and comfortable.  We arrived late in the day and were met by the apartment.  We had a great time.,5
571876,279549611,2018-06-21,56728511,Amaxing location & personal touches by our host Anna!<br/>Loved our house in the Plaka district of Athens!,2
571876,653430887,2020-08-19,173356257,"Anna es una excelente anfitriona. Nos recibió  con  productos griegos y nos proporcionó información  y recomendaciones  muy acertadas para hacer nuestro viaje mas ameno y mejorar nuestra estadia en Grecia. <br/>El apartamento  de Ana estaba limpio, organizando y muy acogedor, con una ubicacion excelente para visitar los principales sitios  de interes. Ademas hay  restaurantes y comercios cercanos. Lo recomiendo.",2
1654320,702450910,2020-10-21,2310018,"I’m happy to add to the praise from previous guests for Karolos’s apartment. Stylishly renovated, quiet and with views in multiple directions, it’s a very comfortable choice for a stay in Athens.<br/>From our point of view, the apartment was well located for exploring the cafés and bars (and bookshops!) in Exarcheia, and only a few minutes on foot from Lycabettus hill and the trendy boutiques of Kolonaki. Special recommendation for a morning coffee from The Coffee Tree just around the corner.<br/>Communication with Karolos was quick and straightforward.<br/>Highly recommended!",5
590287,308902554,2018-08-17,44083273,Great location as it’s really close to the metro station. Nice coffee shops / restaurants and markets located around the apartment building. Older elevators and common area in building but clean and safe. ,5
590287,335765682,2018-10-13,117096482,"This is a wonderful stay. The house is comfortable and beautiful. we like it.we can see a good view when we sitting in the balcony,drinking something and relaxing ourselves",5
590287,1161455402566548223,2024-05-21,62037644,"Just not what I expected. washer/dryer combo had instructions in Greek with very small fonts. Host came and had to pull it out to get the cord to connect to a plug on the other side of the wall....once I figured it out, the washer worked well but the dryer part was annoying and difficult. The host offered hangers to dry clothes out on the balcony area but by that time it was almost time to check out",1
593916,9684143,2014-01-05,6425532,"Our stay at Rozalina's place was indeed an unforgettable experience. Everything was in walking distance of less than 10 minutes. The Acropolis hill, restaurants with delicious food and excellent service, bars, metro stops. The house had everything we needed for our stay and excellent view, located in a cute and quiet area that gave us more the impression that we are in a greek island rather than in the very center of a big city. I definitely recommend Rozalina's for a sublime experience in Athens.",5
593916,14272407,2014-06-16,5101186,"My husband and I had a wonderful stay at the apartment. It is clean, nicely decorated, spacious and in a great location.  Rosalina helped us settle in (she even helped us order food for delivery our first night) and ordered a taxi for us at check-out.  Her notes are very helpful and she was also available to answer any other questions and provide more recommendations as needed. The apartment has a full kitchen which was a big bonus compared to staying at a hotel, and has a gorgeous view of the Acropolis from the living and dining room areas. The bathroom is also big; with a spacious shower that never ran out of hot water or water pressure (you learn that these things can be a rare find in Greece).  The apartment is located right at the beginning of the pedestrian-only streets of Plaka where all the great restaurants, bars and shops are located.  When we find ourselves back in Athens, we will definitely stay here again!  Thank you Rosalina for everything!",5
593916,44407727,2015-08-26,26306155,I chose this apartment for its brilliant view to Acropolis and amazing decoration to prepare for my wedding and for my first night. It was much better than what I expected from the pictures. Very comfortable and convenient location. I will definitely go back one day.,5
593916,183691515,2017-08-18,106758430,Lovely apartment. Fantastic location. Communication and check in was easy. I would recommend to anyone.,5
593916,513799154,2019-08-20,94440976,"This apartment is beyond belief. Its location, size, cleanliness, and facilities are truly amazing. Marina was a great host, with very quick responses, especially when we had a problem, which she was able to resolve without fuss or delay. Our whole trip was great.",5
593916,433835591794730209,2021-08-21,1867000,"This apartment was the perfect beginning of our adventure in Greece- perfect hostess, location, view, sleeping and, I know it sounds weird but if you know,  you know, perfect bathroom/shower. We are 2 weeks in to our adventure and are still talking about this apartment!!",5
593916,683782829117358238,2022-08-01,32509460,Marinas apartment was in the heart of Plaka a beautiful neighborhood full of amazing food and culture. We walked everywhere easily for sightseeing and meeting up with tours. We enjoyed every meal in the local tavernas and found sanctuary from the hot sun in the air conditioned apartment which was tastefully decorated. Highly recommend!,5
1734269,682385430781796263,2022-07-30,63747763,"Ilias is the nicest host. He answered right away and he made sure we had everything we needed. The apartment has a great view with everything you need for the stay. Great transportation opportunities, shops and restaurant nearby. I recommend this apartment if you're looking for a place to stay in Athens.<br/>Thank you, Ilias!",5
1743425,18168117,2014-08-23,3565765,"Our stay in Angeliki's place was perfect. The flat is very pretty and the view is amazing. Angeliki's mother Ionna welcomed us and she was really nice and flexible with the hours. The area, Exarchia, is young, lively and full of nice places. If you are going to Athens, this is definitly the place to stay in ! ",5
1743425,20597374,2014-10-02,13024835,Very cool and unique place to stay for a couple nights in Athens. Everything was great. Angeliki's mom stocked the fridge with breakfast food for us for all three days which was very cool. Communication was great and the view for the balcony was amazing. It honestly looks exacally like the photos. ,5
593916,1109080690010735071,2024-03-10,11711969,"It will be unfair to say that the place wasn't clean and beautiful as I never saw it. The location is amazing that's why I chose it. What happened was that I arrived very late and tired from a very long flight, I followed the instructions for self-check-in but the key wasn't there. The host didn't respond to my texts and calls,  it was late too, I guess fair enough, however she should have made sure that the key was there. I couldn't find a hotel and it was very stressful. She responded the next day, apologized and refunded me. Mistakes happen, I hope she'll be more responsive and professional with her next booking.",4
631150,274862024,2018-06-10,9674795,"We stayed at Efi's place on our trip to Athens, and it was a delight. It's located in easy walking distance to Acropolis and Plaka, furnished in a lovely design with complete amenities. Really great stay, thank you!",5
1743425,927379618626270344,2023-07-03,18979890,"Everything was perfect ! The view is really amazing, we had a great time there.",5
644785,110576945,2016-10-27,3399190,"We were a family of 3 (two adults and an 8 yr. old) We felt very welcome at Rich's place, everything was as described. Communication was fast, friendly and thorough. Cold drinks in the fridge, fresh fruit, bread were so thoughtful. Great location! Close to Metro and lots of restuarants, clubs/bars. We even walked to many of the sights. Great neighborhood with lots to do but located on a quiet street. Two bedrooms with doors and fold out couch in the office were all comfortable and clean. its a little complicated to get in, but the instructions were very useful so follow them carefully and bring a flashlight if you check in at night. The balcony is nice and big, great for relaxing and so is the living room.  We loved our stay here and would totally recommend it to others. Great price for a great place!",5
1743425,1170160065606827959,2024-06-02,5232847,Nous remercions chaleureusement Angeliki pour sa serviabilité et gentillesse lors de nos quatre jours passés. Elle nous a donné de précieux conseils sur les balades à faire autour d’Athènes et notamment la visite de Heraion Bay et son site archéologique qui nous ont enchantés. Nous recommandons son studio avec une immense terrasse avec vue extraordinaire sur la ville et les monuments d’Athènes en particulier le Parthénon et l’acropole. Ce fut un séjour enchanteur et atypique. Nous reviendrons avec grand plaisir lors d’un prochain séjour. Tout a été parfait !,4
1743425,1173029015377788719,2024-06-06,516395191,Sehr schönes Zimmer im 4 Stock mit wunderschöner dachterasse und Aussicht zur Akropolis. Gerne wieder,2
1743425,1223755904991303672,2024-08-15,59504641,"Such a nice and easy experience! Markella & Angeliki doing their best to be absolutely great hosts. Both were always available by messenger. The check in/ out were very clear and explained.  Even they were flexibility in time :) <br/>I think the area is not for everyone who comes to Athen, we felt safe in the neighborhood and would definitely book it again. <br/>Amazing view over Athen and Akropolis, even under shower :) <br/>The apartment offers everything you will need. Nice cafes, bars, restaurants and supermarket are around the corner. <br/>Even good to reach by feet, bus.. <br/>We loved it, thank you so much 💛",5
644785,435663297,2019-04-11,96845720,"Absolument pas déçus de notre séjour chez Rich, l'appartement est conforme à la description, pas de surprises, ou plutôt des bonnes comme le calme et la localisation...la station de métro est vraiment toute proche, Gazi aussi (lieu animé avec restaurant, bars, activités...) donc un vrai centre ville sans les inconvénients, vraiment au calme.<br/>Sinon RAS sur la propreté et le reste, vous aurez tout ce qu'il faut lors de votre arrivée (gel douche, shampoing, lait, eau, bierre, vin, fruits, sel poivre, huile, sucre, café...).<br/>Très bon restaurants dans le quartier.<br/>Nous n'avons pas vu Rich, mais il est cependant dispo au besoin.<br/>Je confirme donc le bon rapport qualité/prix de ce AirB&B",4
1826249,210063816,2017-11-07,125352670,"Don't scroll any further! If you have the opportunity to stay here with Dora, book it, book your room right now! I can't explain to you how amazing Dora really is. A couple of weeks ago my friend and I traveled on a last minute trip to Athens and we count ourselves so lucky to have found her. She was a gem! Anything we needed, she was there. Dora gave us great recommendations for both tourist attractions and local secrets, she helped us make the most of our days in the city, so we left having done everything we wanted and more.  She is the sweetest person you will ever meet with a heart that truly wants to make your experience the best it could possibly be. We left feeling spoilt and rejuvenated while having gained a friend, and what felt like a wise mentor to cherish through life. The apartment is a place of dreams, clean and eclectic, with a spacious room that easily transforms into your home while you are there. The view off the balcony that is linked to your room is spectacular and makes you feel like you are truly apart of the bustling haven that is Greece!",5
644785,660523020,2020-09-05,9045136,"Rich’s apartment is absolutely great: <br/>location is calm, everything is clean, the space is great for 3 to 6 people. It’s within walking distance from great places (~20 min), subway stop straight to the airport is 4min away. <br/>Rich is very helpful ! <br/>I recommend his place !!",5
644785,449676528573077797,2021-09-12,36652954,We loved our stay in Rich's apartment.Its like a home away from home. Its very clean and have everything we need. Rich is a great host. Highly recommended.,5
644785,661364672227605344,2022-07-01,29756409,We enjoyed the quiet apartment and the lovely terrace on a pedestrian street. Rich is an attentive and very responsive host. I would recommend this place without hesitation!,5
644785,833177051704132447,2023-02-23,76764518,excellent appartement très confortable et très bien équipé. Rich nous a donné plein d indications très utiles. je recommande,5
644785,1065133944355653953,2024-01-09,128171696,Everything was great! It was close to the station and the house was clean and good. I want to visit here again😊,5
653639,150546733,2017-05-08,49103446,The home was very central and can be considered as a very good place for 6 people.,4
653639,702939220,2020-10-23,1836899,The place was perfect!  We loved our stay and would def recommend!,5
695173,12184199,2014-04-25,8110664,"My wife, my daughter and I spent five days of beauty, light and colors in Athens also thanks to the home of Soula. Of the apartment, we enjoyed the space, indoor and outdoor, furniture, paintings and mosaics. We did not know Soula in person, but we have known and loved her taste and her generous hospitality. Therefore, we highly recommend this apartment, where we hope to be back.",5
695173,24522258,2014-12-30,231088,"I can't really add much to the superlatives other reviewers have used to describe Soula's flat, but I can say it was the best nocarz experience we have had from start to finish, and we have always been pleased with our nocarz experiences. The flat is loaded with amenities and Soula's attention to detail in predicting our needs was much appreciated. The location can't be beat, and the flat is roomy and quiet, just what the four of us needed after long days soaking up all Athens has to offer. If you visit Athens, and everyone should, make sure you stay in Soula's flat; I can't imagine a better place to stay, and Soula is always looking out for you.",5
695173,34047511,2015-06-04,24364717,"Nous avons été bien accueillis malgré un retard d'une journée dû à un problème de ferry...<br/>L'appartement est identique aux photos, c'est-à-dire décoré avec soins, très bien équipé avec des matériaux d'excellente qualité. Résidence sécurisée (interphone, ...) de haut standing avec un appartement par étage.<br/>Terrasse très plaisante et arborée.<br/>Le quartier est calme, bien situé. L'Acropole est facile d'accès à pied.<br/>Pour se rendre à l'aéroport, il est nécessaire de prendre un taxi (notre hôte s'est chargée de le retenir).<br/>EXCELLENT SEJOUR !",1
1826249,1085372775289056305,2024-02-06,225902459,Dora is extremely nice and understanding. You are sure to have a good time if you stay at her lovely house.,5
699974,15584880,2014-07-12,16473411,"Our hosts George and Fani were wery friendly and welcoming. Small and neat apartment is in a quite district on a street with low traffic. It is neither touristic nor business but traditional residential area - just 15 minutes walk to Sintagma - central square, 10 minutes to National archaeological museum. Free wi-fi - sometimes it's an advantage (when You do not want to stay unreachable).<br/>It was just a coincidence that my wife and I and our hosts are architects - so, we had common interests. <br/>Next day after we were back to Moscow our 7-years old daughter said she wants back home... to Athens.",5
1845240,31519205,2015-05-06,27604158,"Amazing little place in the heart of Athens, 10 minute walk to everything fun. Maria provided us with maps and recommendations. The restaurant she suggested was one of the best meals we had in Greece. Very clean, very comfy and the little balcony was perfect for a glass of wine and a book. Bathroom was a little small and the hot water takes 10-15 minutes to heat up.<br/><br/>Maria, thank you so much for your lovely hospitality!",5
1845240,58379600,2016-01-02,41352963,The flat was as described. Maria was very helpful. We spent the new years eve together in a bar. You have a lot of space in the flat ,4
1845240,64295681,2016-03-02,22428251,"First, Maria is a very welcoming and pleasant host. She saved us a parking spot on the street and after showing us the apartment she also showed us around - where the supermarket, bakery and recommended restaurants are. She also provided a highchair and some toys and books for our kid.<br/>The apartment is very spacious and the courtyard is nice and spacious too, as shown in the pictures. <br/>The location is fantastic - 6 minutes from the Evangelismos metro station and 3 minutes from the marble stadium. If you don't mind walking - everything is at reach by foot, including the Acropolis, Syntagma square, Monastiraki flea market and even mount lycabettus.<br/>The price and flexibility were also fair.<br/><br/>We had a great time and would definitely recommend it and stay there again if in the area.",5
1845240,86276506,2016-07-15,21157420,Appartemment spacieux avec climatisation. Le necessaire pour cuisiner. Bien situé! Bonne communication avec Maria.,2
702480,4070143,2013-04-07,3996748,"I cannot recommend Pygmalion and his place highly enough! You should come to Athens just in order  to stay here. It is a gorgeous spacious tastefully decorated flat just as the photos reveal, plenty of space for 2 or 3, but I had it all to myself as the rate is so affordable. It is super convenient to the metro and a very peaceful neighbourhood with a fairytale restaurant wee I had my best meal in Greece!  I loved the place so much I extended my stay by a night. <br/>Pygmalion is a very gracious and accommodating host and responds very promptly to all queries and goes the extra mile for a guest (i.e. he kindly called the bus station for me to see if they found a lost item). We spent a lovely afternoon together for a coffee - he is full of stories and has a traveller's spirit :) ",5
1845240,435200473149052430,2021-08-23,412664299,Very nice and confortable place in the heart of Athens. A lot of good bars and restaurants pretty close. Maria was very nice and the communication with her was easy. We really recommend the appartment. :),5
1952753,32070583,2015-05-13,28903863,"We enjoyed a lot our stay ! The apartment is really clean, nice and the terrace really big as described! The host took a lot care of us with food advices.",5
