listing_id,base_price,room_type,property_type,accommodates,bedrooms,beds,bathrooms,listing_location,host_location,latitude,longitude,minimum_nights,maximum_nights,host_is_superhost,amenities_count,number_of_reviews,reviews_per_month,avg_rating,review_count,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
1196390777543503374,208.63,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,,37.9668437,23.7286225,1,365,0.0,21,25,5.21,,,4.84,4.88,4.92,4.88,5.0,5.0,4.88
13877247,245.88,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,ΠΑΓΚΡΑΤΙ,"Athens, Greece",37.96653,23.75432,2,1125,0.0,27,9,0.15,,,4.78,4.78,4.56,5.0,4.78,4.89,4.78
716702569844921570,223.53,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,ΠΕΤΡΑΛΩΝΑ,"Athens, Greece",37.967667,23.7089675,2,365,1.0,42,160,5.81,5.0,1.0,4.81,4.9,4.86,4.96,4.89,4.77,4.79
1207333133986840657,886.67,Entire home/apt,Entire rental unit,8,3.0,3.0,3.0,ΣΤΑΔΙΟ,"Athens, Greece",37.96513,23.74502,1,365,1.0,34,3,0.87,,,5.0,5.0,5.0,4.67,5.0,5.0,5.0
1296505836700110348,961.18,Entire home/apt,Entire rental unit,6,3.0,3.0,2.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.9792272,23.7360191,1,365,1.0,23,4,4.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
982589521042598757,439.61,Entire home/apt,Entire rental unit,6,2.0,3.0,1.5,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,,37.984814,23.733648,1,1125,1.0,42,88,5.91,,,4.9,4.92,4.94,4.99,4.91,4.77,4.91
26104737,223.53,Entire home/apt,Entire condo,3,1.0,2.0,1.0,ΠΕΤΡΑΛΩΝΑ,"Athens, Greece",37.96471,23.71045,3,30,0.0,39,43,0.54,5.0,1.0,4.93,4.98,4.98,4.91,4.95,4.88,4.93
50988194,387.45,Entire home/apt,Entire condo,6,2.0,2.0,1.0,ΝΕΟΣ ΚΟΣΜΟΣ,,37.95992,23.72567,2,60,0.0,45,16,0.39,,,4.69,4.88,4.75,4.75,4.88,4.5,4.75
22681145,819.61,Entire home/apt,Entire rental unit,8,3.0,7.0,2.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,"Athens, Greece",37.96783,23.72734,1,1125,0.0,26,135,1.63,5.0,3.0,4.86,4.81,4.84,4.92,4.88,4.99,4.83
1013880808700189751,767.45,Entire home/apt,Entire condo,5,2.0,3.0,1.0,ΚΟΛΩΝΑΚΙ,,37.978427963915024,23.738140552234185,1,365,1.0,58,24,1.77,,,4.96,4.96,5.0,5.0,5.0,4.96,4.96
588519170477515384,305.49,Entire home/apt,Entire condo,6,2.0,3.0,1.5,ΣΕΠΟΛΙΑ,"England, United Kingdom",38.00245,23.71883,3,1125,0.0,52,5,0.16,,,5.0,4.2,5.0,5.0,5.0,5.0,5.0
935899645493414373,298.04,Entire home/apt,Entire condo,3,2.0,2.0,1.0,ΓΟΥΒΑ,,37.96119020412474,23.74395577924625,1,365,0.0,46,15,0.94,,,4.8,4.93,4.93,4.87,5.0,4.87,4.93
822421281106801841,409.8,Entire home/apt,Entire condo,4,1.0,3.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,,37.96319233619237,23.723491318523884,1,1125,1.0,43,56,2.74,3.0,2.0,4.88,4.89,4.84,4.96,4.93,4.95,4.91
18514352,566.27,Entire home/apt,Entire rental unit,7,2.0,4.0,1.5,ΠΑΓΚΡΑΤΙ,"Athens, Greece",37.97036,23.74749,2,60,0.0,41,75,0.83,5.0,1.0,4.8,4.81,4.64,4.95,4.93,4.87,4.73
1300818163579417645,320.39,Entire home/apt,Entire condo,4,2.0,2.0,1.0,ΙΛΙΣΙΑ,"Athens, Greece",37.97541032732645,23.753103223278817,2,60,0.0,40,0,,,,,,,,,,
26496151,216.08,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,ΠΕΤΡΑΛΩΝΑ,"Athens, Greece",37.96548,23.70987,2,365,0.0,21,119,1.52,,,4.62,4.71,4.79,4.82,4.88,4.7,4.61
949112878294417606,610.98,Entire home/apt,Entire rental unit,6,3.0,3.0,2.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,,37.9678304,23.7267054,1,365,1.0,41,56,3.45,,,4.84,4.88,4.86,4.88,4.7,4.96,4.82
1245355531091460122,193.73,Entire home/apt,Entire condo,2,1.0,,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,,37.9630717,23.7199851,1,60,0.0,25,0,,,,,,,,,,
891354968387362655,596.08,Entire home/apt,Entire rental unit,4,1.0,3.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.9857834,23.7296504,2,60,0.0,25,88,4.56,,,4.75,4.84,4.75,4.53,4.81,4.57,4.76
49135372,789.8,Entire home/apt,Entire condo,5,2.0,4.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.97093,23.73209,2,1125,1.0,47,152,4.18,5.0,1.0,4.93,4.86,4.95,4.89,4.96,4.99,4.89
31916507,633.33,Entire home/apt,Entire condo,4,2.0,,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.97753986922663,23.72416055202482,3,1125,0.0,48,12,0.18,,,5.0,5.0,5.0,5.0,5.0,4.92,4.92
16184849,350.2,Entire home/apt,Entire rental unit,8,4.0,5.0,2.0,ΚΥΨΕΛΗ,"Athens, Greece",37.99632,23.73295,2,28,0.0,23,3,0.04,,,4.67,4.67,4.33,4.33,5.0,4.33,4.67
898604706736465669,223.53,Entire home/apt,Entire condo,3,1.0,3.0,1.0,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,,37.9899364,23.7364273,3,365,1.0,47,74,3.88,,,4.91,4.96,4.96,4.92,5.0,4.76,4.92
23072513,96.86,Entire home/apt,Entire condo,2,1.0,1.0,1.0,ΝΕΑ ΚΥΨΕΛΗ,"Athens, Greece",37.997227,23.745352,2,1125,1.0,46,32,0.39,5.0,1.0,4.47,4.72,4.72,4.84,4.97,4.41,4.5
35479011,357.65,Entire home/apt,Entire home,4,2.0,2.0,2.0,ΚΕΡΑΜΕΙΚΟΣ,"Athens, Greece",37.9807,23.71504,2,1125,0.0,36,114,1.7,1.0,1.0,4.74,4.71,4.55,4.92,4.9,4.82,4.68
1065790785837719089,201.18,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,,37.9677586,23.7250947,1,365,1.0,33,56,5.56,1.0,1.0,4.88,4.91,4.89,4.93,4.98,4.93,4.79
38122440,149.02,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΠΕΤΡΑΛΩΝΑ,"Alimos, Greece",37.9694,23.71141,2,21,0.0,20,15,0.23,,,4.93,5.0,4.93,4.93,4.93,4.93,4.6
1305819808695516211,640.78,Entire home/apt,Entire condo,4,1.0,2.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.976125564743626,23.727822080254555,2,58,1.0,43,4,4.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1305821287742012020,238.43,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,ΙΛΙΣΙΑ,"Athens, Greece",37.97741741278009,23.752973953967285,2,90,1.0,47,0,,,,,,,,,,
53977787,74.51,Entire home/apt,Entire rental unit,2,0.0,1.0,1.0,ΚΟΛΩΝΟΣ,"Piraeus, Greece",37.999428,23.719027,1,365,0.0,27,4,0.38,,,5.0,5.0,5.0,5.0,5.0,4.0,4.75
1036947038603875729,305.49,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,"Athens, Greece",37.9663266,23.7268612,1,365,0.0,36,11,0.92,,,4.91,5.0,4.73,5.0,5.0,5.0,4.73
917475465698189128,335.29,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,ΠΑΓΚΡΑΤΙ,"Athens, Greece",37.9711005,23.746041,1,365,1.0,51,2,0.11,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
40987348,1095.29,Entire home/apt,Entire rental unit,9,2.0,5.0,1.0,ΑΚΡΟΠΟΛΗ,"Athens, Greece",37.96926,23.72525,2,365,1.0,26,8,0.2,,,4.75,4.75,4.75,5.0,5.0,5.0,4.88
53619270,223.53,Entire home/apt,Entire serviced apartment,2,0.0,1.0,1.0,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,"Athens, Greece",37.96462,23.73785,2,1125,1.0,36,26,0.79,,,4.92,4.92,4.92,4.96,4.73,4.85,4.81
1269518372042391319,469.41,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.9838544,23.732817,2,365,1.0,46,7,3.5,,,5.0,5.0,5.0,5.0,5.0,4.86,4.86
38989483,320.39,Entire home/apt,Room in aparthotel,2,1.0,2.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Chalandri, Greece",37.98123,23.73162,1,1125,0.0,22,1,0.03,,,5.0,5.0,5.0,5.0,5.0,5.0,4.0
49556452,201.18,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,"Athens, Greece",37.96858,23.73029,5,30,1.0,44,127,2.9,4.0,1.0,4.87,4.86,4.91,4.91,4.96,4.98,4.81
25150819,327.84,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,ΠΑΓΚΡΑΤΙ,"Edinburgh, United Kingdom",37.96951,23.74475,2,45,1.0,41,48,0.69,5.0,1.0,4.96,4.96,4.9,4.96,5.0,4.83,4.85
8857122,312.94,Entire home/apt,Entire rental unit,2,0.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.97855,23.72352,3,1125,0.0,22,84,0.75,4.0,1.0,4.62,4.87,4.71,4.87,4.88,4.98,4.78
564244778386870803,320.39,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Larnaca, Cyprus",37.97881,23.7294,1,365,1.0,23,1,0.03,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
27120565,223.53,Entire home/apt,Entire condo,3,1.0,3.0,1.0,ΠΕΤΡΑΛΩΝΑ,"Athens, Greece",37.967506,23.7108,2,365,,49,63,0.92,,,4.97,4.95,4.95,5.0,5.0,4.78,4.89
1007243594312428804,394.9,Entire home/apt,Entire condo,4,1.0,2.0,1.0,ΖΑΠΠΕΙΟ,"Athens, Greece",37.968377,23.731346,2,365,1.0,16,2,0.22,,,5.0,4.5,4.5,5.0,5.0,5.0,5.0
1241174921347005375,193.73,Entire home/apt,Entire condo,2,1.0,1.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,,37.9650449,23.7231108,1,365,0.0,42,0,,,,,,,,,,
1241166212272406628,149.02,Entire home/apt,Entire rental unit,1,0.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.97888127471596,23.727654092300096,10,60,1.0,6,0,,,,,,,,,,
25844146,238.43,Entire home/apt,Entire rental unit,5,2.0,4.0,1.0,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,,37.99493,23.72803,2,1125,0.0,36,36,0.48,2.0,1.0,4.44,4.44,4.28,4.56,4.67,4.33,4.44
25182387,596.08,Entire home/apt,Entire rental unit,6,2.0,3.0,1.5,ΖΑΠΠΕΙΟ,"Athens, Greece",37.96769,23.73286,1,365,1.0,48,220,2.75,5.0,2.0,4.9,4.93,4.93,4.91,4.92,4.95,4.81
737475994242597735,320.39,Entire home/apt,Entire rental unit,2,0.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.9771705,23.729062,2,1125,1.0,39,212,8.03,,,4.99,4.99,5.0,4.98,4.99,4.99,4.94
26106993,1162.35,Entire home/apt,Entire rental unit,8,2.0,4.0,1.5,ΚΟΛΩΝΑΚΙ,"Athens, Greece",37.9772,23.74321,1,1125,0.0,27,25,0.4,,,4.32,4.48,4.24,4.6,4.56,4.96,4.16
565600233483492971,141.57,Entire home/apt,Entire rental unit,2,1.0,,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,"Athens, Greece",37.98735809326172,23.73087882995605,3,365,0.0,45,5,0.2,,,4.8,4.6,5.0,5.0,4.6,4.6,4.6
1176817204724039710,126.67,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΑΜΠΕΛΟΚΗΠΟΙ,"Athens, Greece",37.99202,23.7631,3,33,1.0,21,14,2.31,,,5.0,4.71,4.71,4.93,4.86,4.93,4.86
1207170216983629771,290.59,Entire home/apt,Entire rental unit,5,2.0,3.0,2.0,ΠΑΤΗΣΙΑ,Greece,38.00955,23.7356,1,365,0.0,37,0,,,,,,,,,,
992019613412316852,208.63,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,"Chalandri, Greece",37.9830864,23.722209,1,1125,0.0,38,5,0.35,,,4.4,4.8,4.4,4.8,4.8,4.2,4.2
53406784,230.98,Entire home/apt,Entire condo,4,2.0,2.0,1.0,ΑΜΠΕΛΟΚΗΠΟΙ,,37.99026,23.76238,2,60,0.0,44,18,0.49,,,4.56,4.5,4.67,4.89,4.89,4.28,4.33
16447010,610.98,Entire home/apt,Entire rental unit,4,0.0,2.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.97916,23.72477,1,1125,0.0,31,137,1.45,5.0,1.0,4.63,4.77,4.59,4.77,4.77,4.84,4.67
1187697801055339335,230.98,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,ΠΕΔΙΟ ΑΡΕΩΣ,"Athens, Greece",37.99622,23.73899,1,365,1.0,34,14,2.71,,,4.64,4.86,4.93,4.86,4.64,4.36,4.79
663513012415017005,327.84,Entire home/apt,Entire condo,4,2.0,4.0,1.0,ΠΑΓΚΡΑΤΙ,"Athens, Greece",37.96591,23.74932,6,60,0.0,15,3,0.1,5.0,1.0,5.0,5.0,4.67,5.0,5.0,5.0,4.0
857835263020771233,350.2,Entire home/apt,Entire rental unit,5,2.0,3.0,1.5,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,"Athens, Greece",37.98605149999999,23.740987,2,90,0.0,36,5,0.24,,,4.8,4.6,5.0,4.8,5.0,4.4,5.0
742585027803839041,96.86,Entire home/apt,Entire condo,2,1.0,1.0,1.0,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,"Palaio Faliro, Greece",37.9993,23.73071,2,365,0.0,6,5,0.19,,,4.6,4.8,4.8,4.6,4.8,4.2,4.8
929061130750261457,268.24,Entire home/apt,Entire condo,3,1.0,2.0,1.0,ΕΛΛΗΝΟΡΩΣΩΝ,"Athens, Greece",37.9934805,23.7756822,1,365,1.0,37,34,1.91,,,4.85,4.79,4.82,4.94,5.0,4.88,4.68
30854835,789.8,Entire home/apt,Entire condo,5,2.0,2.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.97382,23.72952,3,99,1.0,37,154,2.3,2.0,2.0,4.88,4.86,4.85,4.92,4.97,4.99,4.88
841871321942180605,514.12,Entire home/apt,Entire rental unit,5,2.0,,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Greece,37.96800700604406,23.72625097632408,2,1125,1.0,58,171,7.88,5.0,1.0,4.98,4.96,4.97,4.98,4.99,4.99,4.94
29094945,715.29,Entire home/apt,Entire rental unit,7,3.0,5.0,1.5,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,"Athens, Greece",37.96751,23.7279,2,40,1.0,47,167,2.22,5.0,1.0,4.83,4.93,4.9,4.94,4.94,4.98,4.85
24913799,692.94,Entire home/apt,Entire rental unit,7,2.0,4.0,1.0,ΖΑΠΠΕΙΟ,"Athens, Greece",37.96774,23.73272,1,1125,,51,376,4.66,4.833333333333333,6.0,4.83,4.86,4.88,4.97,4.98,4.9,4.84
23194228,476.86,Entire home/apt,Entire rental unit,11,6.0,7.0,2.5,ΚΥΨΕΛΗ,"Athens, Greece",37.99989,23.73478,2,1125,0.0,22,20,0.25,,,4.4,4.55,4.55,4.45,4.65,4.2,4.6
1120913706113779090,171.37,Entire home/apt,Entire rental unit,3,2.0,2.0,1.0,ΝΕΟΣ ΚΟΣΜΟΣ,"Athens, Greece",37.9526855,23.721461,1,365,0.0,26,6,0.83,,,4.33,4.17,4.17,4.33,4.33,3.67,4.33
29559266,96.86,Private room,Private room in home,2,1.0,1.0,1.0,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,"Athens, Greece",38.00952,23.73167,2,1125,1.0,39,63,0.84,5.0,2.0,4.94,4.87,4.94,5.0,5.0,4.79,4.95
1180840819645684236,223.53,Entire home/apt,Entire condo,4,2.0,3.0,1.0,ΚΟΛΟΚΥΝΘΟΥ,"Athens, Greece",38.00164729999999,23.714077,1,2,1.0,9,11,2.0,,,4.91,5.0,4.91,4.91,5.0,4.55,4.91
26810355,275.69,Entire home/apt,Entire rental unit,4,2.0,,,ΝΕΟΣ ΚΟΣΜΟΣ,"Athens, Greece",37.96316,23.72962,3,30,1.0,45,116,1.49,,,4.96,4.94,4.89,4.96,4.93,4.94,4.94
12266573,432.16,Entire home/apt,Entire rental unit,8,2.0,2.0,1.5,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,"Athens, Greece",37.98404,23.7233,1,1125,0.0,33,24,0.23,,,4.46,4.74,4.13,5.0,5.0,4.61,4.39
802914186274740283,216.08,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,"Athens, Greece",37.98235,23.7211897,2,31,1.0,55,140,6.06,1.0,2.0,4.94,4.96,4.94,4.97,4.99,4.36,4.93
20693422,305.49,Entire home/apt,Entire rental unit,5,2.0,5.0,1.0,ΑΜΠΕΛΟΚΗΠΟΙ,"Attica, Greece",37.989685,23.765181,1,360,0.0,41,60,0.7,,,4.57,4.68,4.78,4.73,4.82,4.63,4.5
11979262,499.22,Entire home/apt,Entire rental unit,5,2.0,5.0,1.0,ΓΟΥΒΑ,"Athens, Greece",37.96151,23.74315,3,29,1.0,56,154,1.89,,,4.94,4.94,4.96,4.99,4.97,4.82,4.94
647826536329164813,327.84,Entire home/apt,Entire condo,4,1.0,2.0,1.0,ΙΛΙΣΙΑ,"Paiania, Greece",37.9785,23.755,2,30,0.0,42,44,1.45,4.5,2.0,4.89,4.91,4.86,4.91,4.89,4.86,4.86
1023187054135904884,134.12,Entire home/apt,Entire condo,2,1.0,1.0,1.0,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,"Athens, Greece",37.98922779999999,23.7349832,1,20,0.0,40,11,0.92,,,4.36,4.64,4.36,4.91,4.64,4.45,4.45
1192815298758526882,201.18,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,ΝΕΟΣ ΚΟΣΜΟΣ,"Athens, Greece",37.9588596,23.7266602,1,365,0.0,9,0,,,,,,,,,,
1297702123894130148,916.47,Entire home/apt,Entire rental unit,6,2.0,2.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.97702,23.72523,1,365,0.0,5,0,,,,,,,,,,
53138956,737.65,Entire home/apt,Entire rental unit,8,3.0,4.0,1.0,ΚΕΡΑΜΕΙΚΟΣ,"Athens, Greece",37.9786,23.72096,1,365,1.0,59,204,5.44,3.5,2.0,4.88,4.92,4.96,4.96,4.97,4.89,4.86
51970544,208.63,Entire home/apt,Entire condo,3,1.0,1.0,1.0,ΝΕΟΣ ΚΟΣΜΟΣ,,37.95867,23.73001,3,365,0.0,43,15,0.38,,,4.87,5.0,4.93,5.0,5.0,5.0,4.93
959204682543158652,350.2,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,"Athens, Greece",37.96408,23.71928,1,1125,0.0,25,7,0.44,,,4.0,4.57,4.0,4.43,4.29,4.29,3.86
7257713,223.53,Entire home/apt,Entire rental unit,6,2.0,2.0,1.0,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,"Melissia, Greece",38.00366,23.72886,3,1125,0.0,36,39,0.34,,,4.28,4.62,4.29,4.81,4.84,4.13,4.49
1161398352750448366,320.39,Entire home/apt,Entire condo,2,1.0,0.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.9748492559963,23.735124158860767,1,365,0.0,31,2,0.28,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1138163261782473798,171.37,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,"Athens, Greece",37.98399,23.71769,1,1125,1.0,35,17,2.31,,,5.0,4.88,4.88,4.94,5.0,4.76,4.94
16037846,275.69,Entire home/apt,Entire home,4,1.0,1.0,1.0,ΘΗΣΕΙΟ,"Athens, Greece",37.97355,23.71488,2,28,,61,466,4.81,5.0,8.0,5.0,4.99,5.0,5.0,4.99,4.98,4.98
955073562877506342,201.18,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΖΑΠΠΕΙΟ,"Athens, Greece",37.9665968,23.7345716,1,365,0.0,49,2,0.2,,,5.0,4.5,5.0,5.0,5.0,5.0,5.0
1192608773075692659,320.39,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.9701731,23.7305872,2,365,0.0,17,12,3.24,,,4.83,4.92,5.0,5.0,5.0,5.0,4.67
41076448,506.67,Entire home/apt,Entire rental unit,5,2.0,4.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,"Athens, Greece",37.96739,23.72498,1,1125,0.0,35,106,1.77,3.5,2.0,4.78,4.75,4.75,4.91,4.91,4.95,4.73
54235904,104.31,Entire home/apt,Entire condo,2,1.0,1.0,1.0,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,,37.99578,23.73036,7,60,1.0,43,41,1.27,,,4.8,4.71,4.73,4.88,4.88,4.61,4.76
933907992256620242,275.69,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,ΝΕΟΣ ΚΟΣΜΟΣ,,37.9570273,23.7272343,3,365,0.0,32,1,0.06,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1211462381320485933,253.33,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,ΑΜΠΕΛΟΚΗΠΟΙ,"Athens, Greece",37.99261,23.76598,2,365,0.0,47,6,1.54,,,4.83,5.0,5.0,5.0,4.83,4.83,5.0
43502239,81.96,Entire home/apt,Entire condo,6,2.0,2.0,1.0,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,,37.99607,23.73184,2,1125,0.0,11,1,0.15,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
842009722703426755,312.94,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Greece,37.9770712,23.7272337,2,365,1.0,45,43,2.04,,,4.74,4.72,4.77,4.91,4.95,5.0,4.63
828077289154863987,163.92,Entire home/apt,Entire condo,3,1.0,1.0,1.0,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,"Athens, Greece",37.9900498,23.7225587,1,45,1.0,39,53,2.62,,,4.92,4.96,4.96,4.91,4.98,4.38,4.85
1220052085308301827,305.49,Entire home/apt,Entire condo,2,1.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.9746202,23.7343296,2,365,,25,4,1.14,,,4.75,4.75,4.25,4.75,5.0,5.0,4.0
51293119,96.86,Entire home/apt,Entire rental unit,2,1.0,,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,"Athens, Greece",37.99602,23.72592,3,59,0.0,10,185,4.46,,,4.71,4.83,4.65,4.92,4.98,4.24,4.8
33096812,126.67,Entire home/apt,Entire condo,2,1.0,1.0,1.0,ΑΜΠΕΛΟΚΗΠΟΙ,,37.98796,23.76327,1,3,1.0,32,386,5.49,2.4,5.0,4.73,4.85,4.86,4.94,4.94,4.66,4.77
17101617,476.86,Entire home/apt,Entire rental unit,3,1.0,2.0,1.5,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.9773,23.72542,2,15,1.0,36,322,3.44,4.666666666666667,3.0,4.91,4.94,4.89,4.97,4.98,4.94,4.92
993383561960918962,298.04,Entire home/apt,Entire rental unit,3,2.0,2.0,1.0,ΓΟΥΒΑ,,37.9574618,23.7390236,2,1125,1.0,47,20,1.35,,,4.95,4.95,5.0,4.95,4.9,4.65,4.95
30440167,126.67,Entire home/apt,Entire rental unit,2,0.0,1.0,1.0,ΝΕΟΣ ΚΟΣΜΟΣ,"Athens, Greece",37.96215,23.7317,1,1125,0.0,36,26,0.37,3.0,1.0,4.42,4.69,4.73,4.77,4.69,4.54,4.42
50561294,357.65,Entire home/apt,Entire condo,3,1.0,1.0,1.0,ΑΚΡΟΠΟΛΗ,,37.96815,23.72872,2,100,0.0,49,38,0.91,,,4.58,4.71,4.82,4.68,4.63,4.89,4.55
44803617,216.08,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,"Dublin, Ireland",37.9887,23.72849,3,1125,1.0,43,20,0.48,,,4.85,4.9,5.0,4.95,5.0,4.2,4.7
684030242504805559,134.12,Entire home/apt,Entire guesthouse,2,1.0,2.0,1.0,ΝΕΟΣ ΚΟΣΜΟΣ,"Athens, Greece",37.96494,23.73021,1,10,1.0,26,94,3.23,,,4.83,4.87,4.9,4.9,4.97,4.79,4.87
